task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,dws_star_rating,job_zone,emp_change_pct__PROJ_2025_2034__,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
Direct or conduct studies or research on issues affecting areas of responsibility.,direct or conduct studies or research on issues affecting areas of responsibility,Conduct research to gain information about products or processes.,Research technology designs or applications.,Getting Information,Chief Executives,chief executives,11-1011.00,Chief Executives,11-1011,11-1011.00,Chief Executives,Top Executives,Management Occupations,False,5.0,0.0021089900380592,2026-02-12,0.4121142307692307,3.66,58.3,1.0,5,5,4.3,E1,E2,213990.0,166420.0,166710.0,213990.0,119990.0,218600.0,213370.0,295120.0,199990.0,213990.0,213990.0,208180.0,281640.0,177210.0,331920.0,254180.0,211190.0,158100.0,179530.0,213990.0,138770.0,248660.0,213990.0,255560.0,195670.0,139250.0,172320.0,182340.0,214680.0,149770.0,168590.0,310440.0,123500.0,257980.0,314290.0,164560.0,176440.0,163790.0,341630.0,232560.0,235360.0,168840.0,280900.0,198830.0,257850.0,171880.0,175070.0,310740.0,339810.0,151950.0,208350.0,147940.0,213990.0,97510.0,104010.0,166363.0,1319.0,1042.0,3442.0,5780.0,56499.0,3055.0,2703.0,635.0,746.0,10554.0,4080.000000000001,765.0,4754.0,7522.0,2963.0,4966.0,3191.0,3370.0,2056.0,2573.0,5178.0,10730.0,8060.0,10974.0,505.0,4152.0,1091.0,4087.0,2231.0,726.0,3957.0,163.0,13726.0,3142.0,619.0,7278.0,3891.0,1482.0,14410.0,749.0,2833.0,510.00000000000006,7653.0,14296.0,5113.0,586.0,7929.0,5161.0,2768.0,3126.0,98.0,70.0,4380.0,212.0
"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",review financial statements sales or activity reports or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement,Analyze data to inform operational decisions or activities.,Analyze data to improve operations.,Analyzing Data or Information,General and Operations Managers,general and operations managers,11-1021.00,General and Operations Managers,11-1021,11-1021.00,General and Operations Managers,Top Executives,Management Occupations,False,4.723646723646724,0.0476293029270634,2026-02-12,0.6705076923076924,4.18,97.14,1.0,5,4,4.4,E2,E2,105770.0,111790.0,116630.0,94800.0,74050.0,124390.0,131840.0,137220.0,137220.0,168000.0,101580.0,103730.0,108180.0,80390.0,103570.0,108170.0,87690.0,92840.0,79370.0,101790.0,98860.0,117930.0,127220.0,99530.0,99340.0,106680.0,79300.0,91380.0,85090.0,99390.0,124680.0,173690.0,98630.0,130860.0,101950.0,98170.0,97700.0,90430.0,103490.0,103130.0,117380.0,106080.0,137400.0,106970.0,103230.0,97850.0,98640.0,122080.0,133750.0,82500.0,118730.0,99700.0,67690.0,73570.0,82850.0,3503020.0,30170.0,6020.0,110480.0,34570.0,300840.0,41870.0,39070.0,5000.0,36150.0,236290.0,111060.0,13380.0,24880.0,171300.0,47180.0,30760.0,24660.0,52100.0,43220.0,14770.0,96740.0,95880.0,85860.0,72860.0,10630.0,109020.0,11840.0,24030.0,38920.0,22110.0,53000.0,16330.0,206740.0,63740.0,11150.0,153160.0,43890.0,36190.0,172010.0,9150.0,32230.0,4280.0,63720.0,431310.0,42580.0,8000.0,103590.0,50630.0,15300.0,36910.0,7470.0,1580.0,7190.0,1040.0
"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",review financial statements sales or activity reports or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement,Analyze financial records to improve efficiency.,Analyze business or financial data.,Analyzing Data or Information,General and Operations Managers,general and operations managers,11-1021.00,General and Operations Managers,11-1021,11-1021.00,General and Operations Managers,Top Executives,Management Occupations,False,4.723646723646724,0.0476293029270634,2026-02-12,0.6705076923076924,4.18,97.14,1.0,5,4,4.4,E2,E2,105770.0,111790.0,116630.0,94800.0,74050.0,124390.0,131840.0,137220.0,137220.0,168000.0,101580.0,103730.0,108180.0,80390.0,103570.0,108170.0,87690.0,92840.0,79370.0,101790.0,98860.0,117930.0,127220.0,99530.0,99340.0,106680.0,79300.0,91380.0,85090.0,99390.0,124680.0,173690.0,98630.0,130860.0,101950.0,98170.0,97700.0,90430.0,103490.0,103130.0,117380.0,106080.0,137400.0,106970.0,103230.0,97850.0,98640.0,122080.0,133750.0,82500.0,118730.0,99700.0,67690.0,73570.0,82850.0,3503020.0,30170.0,6020.0,110480.0,34570.0,300840.0,41870.0,39070.0,5000.0,36150.0,236290.0,111060.0,13380.0,24880.0,171300.0,47180.0,30760.0,24660.0,52100.0,43220.0,14770.0,96740.0,95880.0,85860.0,72860.0,10630.0,109020.0,11840.0,24030.0,38920.0,22110.0,53000.0,16330.0,206740.0,63740.0,11150.0,153160.0,43890.0,36190.0,172010.0,9150.0,32230.0,4280.0,63720.0,431310.0,42580.0,8000.0,103590.0,50630.0,15300.0,36910.0,7470.0,1580.0,7190.0,1040.0
Monitor suppliers to ensure that they efficiently and effectively provide needed goods or services within budgetary limits.,monitor suppliers to ensure that they efficiently and effectively provide needed goods or services within budgetary limits,Monitor performance of organizational members or partners.,Monitor individual behavior or performance.,"Monitoring Processes, Materials, or Surroundings",General and Operations Managers,general and operations managers,11-1021.00,General and Operations Managers,11-1021,11-1021.00,General and Operations Managers,Top Executives,Management Occupations,False,5.0,0.0016309152252451,2026-02-12,0.3605788461538461,3.44,75.67,1.0,5,4,4.4,E0,E2,105770.0,111790.0,116630.0,94800.0,74050.0,124390.0,131840.0,137220.0,137220.0,168000.0,101580.0,103730.0,108180.0,80390.0,103570.0,108170.0,87690.0,92840.0,79370.0,101790.0,98860.0,117930.0,127220.0,99530.0,99340.0,106680.0,79300.0,91380.0,85090.0,99390.0,124680.0,173690.0,98630.0,130860.0,101950.0,98170.0,97700.0,90430.0,103490.0,103130.0,117380.0,106080.0,137400.0,106970.0,103230.0,97850.0,98640.0,122080.0,133750.0,82500.0,118730.0,99700.0,67690.0,73570.0,82850.0,3503020.0,30170.0,6020.0,110480.0,34570.0,300840.0,41870.0,39070.0,5000.0,36150.0,236290.0,111060.0,13380.0,24880.0,171300.0,47180.0,30760.0,24660.0,52100.0,43220.0,14770.0,96740.0,95880.0,85860.0,72860.0,10630.0,109020.0,11840.0,24030.0,38920.0,22110.0,53000.0,16330.0,206740.0,63740.0,11150.0,153160.0,43890.0,36190.0,172010.0,9150.0,32230.0,4280.0,63720.0,431310.0,42580.0,8000.0,103590.0,50630.0,15300.0,36910.0,7470.0,1580.0,7190.0,1040.0
"Develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",develop or implement productmarketing strategies including advertising campaigns or sales promotions,Implement organizational process or policy changes.,Implement procedures or processes.,Making Decisions and Solving Problems,General and Operations Managers,general and operations managers,11-1021.00,General and Operations Managers,11-1021,11-1021.00,General and Operations Managers,Top Executives,Management Occupations,False,5.0,0.0082000271392076,2026-02-12,0.3537565384615385,3.57,51.98,1.0,5,4,4.4,E2,E2,105770.0,111790.0,116630.0,94800.0,74050.0,124390.0,131840.0,137220.0,137220.0,168000.0,101580.0,103730.0,108180.0,80390.0,103570.0,108170.0,87690.0,92840.0,79370.0,101790.0,98860.0,117930.0,127220.0,99530.0,99340.0,106680.0,79300.0,91380.0,85090.0,99390.0,124680.0,173690.0,98630.0,130860.0,101950.0,98170.0,97700.0,90430.0,103490.0,103130.0,117380.0,106080.0,137400.0,106970.0,103230.0,97850.0,98640.0,122080.0,133750.0,82500.0,118730.0,99700.0,67690.0,73570.0,82850.0,3503020.0,30170.0,6020.0,110480.0,34570.0,300840.0,41870.0,39070.0,5000.0,36150.0,236290.0,111060.0,13380.0,24880.0,171300.0,47180.0,30760.0,24660.0,52100.0,43220.0,14770.0,96740.0,95880.0,85860.0,72860.0,10630.0,109020.0,11840.0,24030.0,38920.0,22110.0,53000.0,16330.0,206740.0,63740.0,11150.0,153160.0,43890.0,36190.0,172010.0,9150.0,32230.0,4280.0,63720.0,431310.0,42580.0,8000.0,103590.0,50630.0,15300.0,36910.0,7470.0,1580.0,7190.0,1040.0
"Develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",develop or implement productmarketing strategies including advertising campaigns or sales promotions,Develop marketing plans or strategies.,Develop business or marketing plans.,Thinking Creatively,General and Operations Managers,general and operations managers,11-1021.00,General and Operations Managers,11-1021,11-1021.00,General and Operations Managers,Top Executives,Management Occupations,False,5.0,0.0082000271392076,2026-02-12,0.3537565384615385,3.57,51.98,1.0,5,4,4.4,E2,E2,105770.0,111790.0,116630.0,94800.0,74050.0,124390.0,131840.0,137220.0,137220.0,168000.0,101580.0,103730.0,108180.0,80390.0,103570.0,108170.0,87690.0,92840.0,79370.0,101790.0,98860.0,117930.0,127220.0,99530.0,99340.0,106680.0,79300.0,91380.0,85090.0,99390.0,124680.0,173690.0,98630.0,130860.0,101950.0,98170.0,97700.0,90430.0,103490.0,103130.0,117380.0,106080.0,137400.0,106970.0,103230.0,97850.0,98640.0,122080.0,133750.0,82500.0,118730.0,99700.0,67690.0,73570.0,82850.0,3503020.0,30170.0,6020.0,110480.0,34570.0,300840.0,41870.0,39070.0,5000.0,36150.0,236290.0,111060.0,13380.0,24880.0,171300.0,47180.0,30760.0,24660.0,52100.0,43220.0,14770.0,96740.0,95880.0,85860.0,72860.0,10630.0,109020.0,11840.0,24030.0,38920.0,22110.0,53000.0,16330.0,206740.0,63740.0,11150.0,153160.0,43890.0,36190.0,172010.0,9150.0,32230.0,4280.0,63720.0,431310.0,42580.0,8000.0,103590.0,50630.0,15300.0,36910.0,7470.0,1580.0,7190.0,1040.0
"Review bills in committee, and make recommendations about their future.",review bills in committee and make recommendations about their future,Recommend organizational process or policy changes.,Advise others on business or operational matters.,Providing Consultation and Advice to Others,Legislators,legislators,11-1031.00,Legislators,11-1031,11-1031.00,Legislators,Top Executives,Management Occupations,False,4.5092792711736704,0.0007525191150055,2026-02-12,0.2466969230769231,3.7835,85.51599999999999,1.0,3,4,3.4,E1,E2,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Determine campaign strategies for media advertising, positions on issues, and public appearances.",determine campaign strategies for media advertising positions on issues and public appearances,Develop marketing plans or strategies.,Develop business or marketing plans.,Thinking Creatively,Legislators,legislators,11-1031.00,Legislators,11-1031,11-1031.00,Legislators,Top Executives,Management Occupations,False,5.0,0.0017217809692493,2026-02-12,0.3742545886752137,3.7849444444444447,79.67430555555556,1.0,3,4,3.4,E2,E2,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,30590.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Plan and prepare advertising and promotional material to increase sales of products or services, working with customers, company officials, sales departments, and advertising agencies.",plan and prepare advertising and promotional material to increase sales of products or services working with customers company officials sales departments and advertising agencies,Develop promotional materials.,Develop marketing or promotional materials.,Thinking Creatively,Advertising and Promotions Managers,advertising and promotions managers,11-2011.00,Advertising and Promotions Managers,11-2011,11-2011.00,Advertising and Promotions Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,False,4.736526946107785,0.117970817011435,2026-02-12,1.1967007692307692,4.13,96.37,1.3666666666666667,3,4,-2.2,E1,E2,133660.0,64640.0,133660.0,133660.0,74880.0,167230.0,164990.0,129280.0,133660.0,143040.0,133660.0,133810.0,133660.0,80680.0,167330.0,113930.0,108890.0,148560.0,107030.0,78810.0,106280.0,107380.0,163090.0,101610.0,126920.0,66520.0,81520.0,131770.0,106380.0,133660.0,120530.0,165390.0,133660.0,173700.0,121730.0,133660.0,102110.0,133660.0,154490.0,122940.0,157890.0,156300.0,133660.0,98170.0,104170.0,133660.0,133660.0,148400.0,163380.0,133660.0,131530.0,133660.0,133660.0,68620.0,133660.0,21470.0,60.0,45.0,444.0,140.0,3080.0,180.0,240.0,66.0,80.0,1362.0,420.0,86.0,60.0,160.0,120.0,210.0,40.0,230.0,120.0,88.0,460.0,300.0,220.0,110.0,100.0,403.0,70.0,160.0,213.0,50.0,470.0,80.0,3550.0,678.0,59.0,240.0,90.0,430.0,1540.0,60.0,316.0,63.0,450.0,3670.0,240.0,42.0,180.0,530.0,96.0,110.0,39.0,9.0,180.0,4.0
"Confer with department heads or staff to discuss topics such as contracts, selection of advertising media, or product to be advertised.",confer with department heads or staff to discuss topics such as contracts selection of advertising media or product to be advertised,Confer with organizational members to accomplish work activities.,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates",Advertising and Promotions Managers,advertising and promotions managers,11-2011.00,Advertising and Promotions Managers,11-2011,11-2011.00,Advertising and Promotions Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,False,5.0,0.0006989987056465,2026-02-12,1.3445276923076923,3.9,97.19,1.3666666666666667,3,4,-2.2,E1,E2,133660.0,64640.0,133660.0,133660.0,74880.0,167230.0,164990.0,129280.0,133660.0,143040.0,133660.0,133810.0,133660.0,80680.0,167330.0,113930.0,108890.0,148560.0,107030.0,78810.0,106280.0,107380.0,163090.0,101610.0,126920.0,66520.0,81520.0,131770.0,106380.0,133660.0,120530.0,165390.0,133660.0,173700.0,121730.0,133660.0,102110.0,133660.0,154490.0,122940.0,157890.0,156300.0,133660.0,98170.0,104170.0,133660.0,133660.0,148400.0,163380.0,133660.0,131530.0,133660.0,133660.0,68620.0,133660.0,21470.0,60.0,45.0,444.0,140.0,3080.0,180.0,240.0,66.0,80.0,1362.0,420.0,86.0,60.0,160.0,120.0,210.0,40.0,230.0,120.0,88.0,460.0,300.0,220.0,110.0,100.0,403.0,70.0,160.0,213.0,50.0,470.0,80.0,3550.0,678.0,59.0,240.0,90.0,430.0,1540.0,60.0,316.0,63.0,450.0,3670.0,240.0,42.0,180.0,530.0,96.0,110.0,39.0,9.0,180.0,4.0
Plan and execute advertising policies and strategies for organizations.,plan and execute advertising policies and strategies for organizations,Implement organizational process or policy changes.,Implement procedures or processes.,Making Decisions and Solving Problems,Advertising and Promotions Managers,advertising and promotions managers,11-2011.00,Advertising and Promotions Managers,11-2011,11-2011.00,Advertising and Promotions Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,False,5.0,0.0039659025816073,2026-02-12,0.9868084615384616,3.81,78.17,1.3666666666666667,3,4,-2.2,E1,E2,133660.0,64640.0,133660.0,133660.0,74880.0,167230.0,164990.0,129280.0,133660.0,143040.0,133660.0,133810.0,133660.0,80680.0,167330.0,113930.0,108890.0,148560.0,107030.0,78810.0,106280.0,107380.0,163090.0,101610.0,126920.0,66520.0,81520.0,131770.0,106380.0,133660.0,120530.0,165390.0,133660.0,173700.0,121730.0,133660.0,102110.0,133660.0,154490.0,122940.0,157890.0,156300.0,133660.0,98170.0,104170.0,133660.0,133660.0,148400.0,163380.0,133660.0,131530.0,133660.0,133660.0,68620.0,133660.0,21470.0,60.0,45.0,444.0,140.0,3080.0,180.0,240.0,66.0,80.0,1362.0,420.0,86.0,60.0,160.0,120.0,210.0,40.0,230.0,120.0,88.0,460.0,300.0,220.0,110.0,100.0,403.0,70.0,160.0,213.0,50.0,470.0,80.0,3550.0,678.0,59.0,240.0,90.0,430.0,1540.0,60.0,316.0,63.0,450.0,3670.0,240.0,42.0,180.0,530.0,96.0,110.0,39.0,9.0,180.0,4.0
Plan and execute advertising policies and strategies for organizations.,plan and execute advertising policies and strategies for organizations,Develop marketing plans or strategies.,Develop business or marketing plans.,Thinking Creatively,Advertising and Promotions Managers,advertising and promotions managers,11-2011.00,Advertising and Promotions Managers,11-2011,11-2011.00,Advertising and Promotions Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,False,5.0,0.0039659025816073,2026-02-12,0.9868084615384616,3.81,78.17,1.3666666666666667,3,4,-2.2,E1,E2,133660.0,64640.0,133660.0,133660.0,74880.0,167230.0,164990.0,129280.0,133660.0,143040.0,133660.0,133810.0,133660.0,80680.0,167330.0,113930.0,108890.0,148560.0,107030.0,78810.0,106280.0,107380.0,163090.0,101610.0,126920.0,66520.0,81520.0,131770.0,106380.0,133660.0,120530.0,165390.0,133660.0,173700.0,121730.0,133660.0,102110.0,133660.0,154490.0,122940.0,157890.0,156300.0,133660.0,98170.0,104170.0,133660.0,133660.0,148400.0,163380.0,133660.0,131530.0,133660.0,133660.0,68620.0,133660.0,21470.0,60.0,45.0,444.0,140.0,3080.0,180.0,240.0,66.0,80.0,1362.0,420.0,86.0,60.0,160.0,120.0,210.0,40.0,230.0,120.0,88.0,460.0,300.0,220.0,110.0,100.0,403.0,70.0,160.0,213.0,50.0,470.0,80.0,3550.0,678.0,59.0,240.0,90.0,430.0,1540.0,60.0,316.0,63.0,450.0,3670.0,240.0,42.0,180.0,530.0,96.0,110.0,39.0,9.0,180.0,4.0
Contact organizations to explain services and facilities offered.,contact organizations to explain services and facilities offered,"Promote products, services, or programs.","Promote products, services, or programs.",Selling or Influencing Others,Advertising and Promotions Managers,advertising and promotions managers,11-2011.00,Advertising and Promotions Managers,11-2011,11-2011.00,Advertising and Promotions Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,False,5.0,0.0112515610125827,2026-02-12,0.7538492307692308,3.61,79.02,1.3666666666666667,3,4,-2.2,E1,E2,133660.0,64640.0,133660.0,133660.0,74880.0,167230.0,164990.0,129280.0,133660.0,143040.0,133660.0,133810.0,133660.0,80680.0,167330.0,113930.0,108890.0,148560.0,107030.0,78810.0,106280.0,107380.0,163090.0,101610.0,126920.0,66520.0,81520.0,131770.0,106380.0,133660.0,120530.0,165390.0,133660.0,173700.0,121730.0,133660.0,102110.0,133660.0,154490.0,122940.0,157890.0,156300.0,133660.0,98170.0,104170.0,133660.0,133660.0,148400.0,163380.0,133660.0,131530.0,133660.0,133660.0,68620.0,133660.0,21470.0,60.0,45.0,444.0,140.0,3080.0,180.0,240.0,66.0,80.0,1362.0,420.0,86.0,60.0,160.0,120.0,210.0,40.0,230.0,120.0,88.0,460.0,300.0,220.0,110.0,100.0,403.0,70.0,160.0,213.0,50.0,470.0,80.0,3550.0,678.0,59.0,240.0,90.0,430.0,1540.0,60.0,316.0,63.0,450.0,3670.0,240.0,42.0,180.0,530.0,96.0,110.0,39.0,9.0,180.0,4.0
Monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns,Analyze data to assess operational or project effectiveness.,Analyze data to improve operations.,Analyzing Data or Information,Advertising and Promotions Managers,advertising and promotions managers,11-2011.00,Advertising and Promotions Managers,11-2011,11-2011.00,Advertising and Promotions Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,False,4.686206896551725,0.1120978730732636,2026-02-12,0.4441857692307692,3.59,77.04,1.3666666666666667,3,4,-2.2,E1,E2,133660.0,64640.0,133660.0,133660.0,74880.0,167230.0,164990.0,129280.0,133660.0,143040.0,133660.0,133810.0,133660.0,80680.0,167330.0,113930.0,108890.0,148560.0,107030.0,78810.0,106280.0,107380.0,163090.0,101610.0,126920.0,66520.0,81520.0,131770.0,106380.0,133660.0,120530.0,165390.0,133660.0,173700.0,121730.0,133660.0,102110.0,133660.0,154490.0,122940.0,157890.0,156300.0,133660.0,98170.0,104170.0,133660.0,133660.0,148400.0,163380.0,133660.0,131530.0,133660.0,133660.0,68620.0,133660.0,21470.0,60.0,45.0,444.0,140.0,3080.0,180.0,240.0,66.0,80.0,1362.0,420.0,86.0,60.0,160.0,120.0,210.0,40.0,230.0,120.0,88.0,460.0,300.0,220.0,110.0,100.0,403.0,70.0,160.0,213.0,50.0,470.0,80.0,3550.0,678.0,59.0,240.0,90.0,430.0,1540.0,60.0,316.0,63.0,450.0,3670.0,240.0,42.0,180.0,530.0,96.0,110.0,39.0,9.0,180.0,4.0
"Identify and develop contacts for promotional campaigns and industry programs that meet identified buyer targets, such as dealers, distributors, or consumers.",identify and develop contacts for promotional campaigns and industry programs that meet identified buyer targets such as dealers distributors or consumers,Establish interpersonal business relationships to facilitate work activities.,Develop professional relationships or networks.,Establishing and Maintaining Interpersonal Relationships,Advertising and Promotions Managers,advertising and promotions managers,11-2011.00,Advertising and Promotions Managers,11-2011,11-2011.00,Advertising and Promotions Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,False,5.0,0.0017241968072615,2026-02-12,0.7070434615384615,3.55,78.24,1.3666666666666667,3,4,-2.2,E2,E2,133660.0,64640.0,133660.0,133660.0,74880.0,167230.0,164990.0,129280.0,133660.0,143040.0,133660.0,133810.0,133660.0,80680.0,167330.0,113930.0,108890.0,148560.0,107030.0,78810.0,106280.0,107380.0,163090.0,101610.0,126920.0,66520.0,81520.0,131770.0,106380.0,133660.0,120530.0,165390.0,133660.0,173700.0,121730.0,133660.0,102110.0,133660.0,154490.0,122940.0,157890.0,156300.0,133660.0,98170.0,104170.0,133660.0,133660.0,148400.0,163380.0,133660.0,131530.0,133660.0,133660.0,68620.0,133660.0,21470.0,60.0,45.0,444.0,140.0,3080.0,180.0,240.0,66.0,80.0,1362.0,420.0,86.0,60.0,160.0,120.0,210.0,40.0,230.0,120.0,88.0,460.0,300.0,220.0,110.0,100.0,403.0,70.0,160.0,213.0,50.0,470.0,80.0,3550.0,678.0,59.0,240.0,90.0,430.0,1540.0,60.0,316.0,63.0,450.0,3670.0,240.0,42.0,180.0,530.0,96.0,110.0,39.0,9.0,180.0,4.0
"Manage sales team, including setting goals, providing incentives, and evaluating employee performance.",manage sales team including setting goals providing incentives and evaluating employee performance,Evaluate employee performance.,Evaluate personnel capabilities or performance.,"Judging the Qualities of Objects, Services, or People",Advertising and Promotions Managers,advertising and promotions managers,11-2011.00,Advertising and Promotions Managers,11-2011,11-2011.00,Advertising and Promotions Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,False,5.0,0.0015309890046021,2026-02-12,1.2433353846153845,3.89,41.07,1.3666666666666667,3,4,-2.2,E2,E2,133660.0,64640.0,133660.0,133660.0,74880.0,167230.0,164990.0,129280.0,133660.0,143040.0,133660.0,133810.0,133660.0,80680.0,167330.0,113930.0,108890.0,148560.0,107030.0,78810.0,106280.0,107380.0,163090.0,101610.0,126920.0,66520.0,81520.0,131770.0,106380.0,133660.0,120530.0,165390.0,133660.0,173700.0,121730.0,133660.0,102110.0,133660.0,154490.0,122940.0,157890.0,156300.0,133660.0,98170.0,104170.0,133660.0,133660.0,148400.0,163380.0,133660.0,131530.0,133660.0,133660.0,68620.0,133660.0,21470.0,60.0,45.0,444.0,140.0,3080.0,180.0,240.0,66.0,80.0,1362.0,420.0,86.0,60.0,160.0,120.0,210.0,40.0,230.0,120.0,88.0,460.0,300.0,220.0,110.0,100.0,403.0,70.0,160.0,213.0,50.0,470.0,80.0,3550.0,678.0,59.0,240.0,90.0,430.0,1540.0,60.0,316.0,63.0,450.0,3670.0,240.0,42.0,180.0,530.0,96.0,110.0,39.0,9.0,180.0,4.0
