date,iwa,pct_tasks_affected,workers_affected,wages_affected
2025-08-11,Operate audiovisual or related equipment.,20.66,117725.36,4811773597.12
2025-08-11,Collect information about patients or clients.,22.04,116983.00,9319182930.55
2025-08-11,Analyze biological or chemical substances or related data.,61.05,116043.54,9449843678.15
2025-08-11,"Replenish inventories of materials, equipment, or products.",14.99,113871.63,7369367914.93
2025-08-11,Inspect completed work or finished products.,10.76,112444.92,6417736876.29
2025-08-11,Edit written materials or documents.,74.15,110355.77,9500072145.24
2025-08-11,Analyze business or financial risks.,42.95,104141.69,9274702605.96
2025-08-11,"Coordinate activities with clients, agencies, or organizations.",28.59,103472.90,12722949482.33
2025-08-11,Research technology designs or applications.,65.69,101518.38,10743582424.49
2025-08-11,Escort others.,21.35,100478.95,3552550984.16
2025-08-11,Diagnose system or equipment problems.,59.53,97634.93,6038425470.37
2025-08-11,"Research organizational behavior, processes, or performance.",66.69,91730.70,7562341691.89
2025-08-11,Position materials or components for assembly.,8.71,90543.90,5015052344.46
2025-08-11,"Assess living, work, or social needs or status of individuals or communities.",44.67,90492.49,6420088092.19
2025-08-11,Confer with clients to determine needs or order specifications.,54.62,89198.69,5650796342.31
2025-08-11,Monitor operations to ensure adequate performance.,9.93,87156.37,7765686174.97
2025-08-11,Diagnose health conditions or disorders.,13.99,86236.28,9008474461.18
2025-08-11,Maintain tools or equipment.,6.27,82962.93,4478198982.48
2025-08-11,"Evaluate condition of financial assets, property, or other resources.",26.20,81113.90,6894403581.69
2025-08-11,Analyze performance of systems or equipment.,58.71,80571.09,6697395493.91
2025-08-11,Plan events or programs.,66.43,79502.89,6718257598.57
2025-08-11,Direct scientific or technical activities.,19.61,79237.17,8452794883.69
2025-08-11,Install commercial or production equipment.,13.14,77658.06,5556984858.32
2025-08-11,"Move materials, equipment, or supplies.",5.20,74833.76,2575269861.54
2025-08-11,Prepare proposals or grant applications.,46.43,74599.40,5904029564.25
2025-08-11,Package objects.,4.92,74320.64,2344979123.04
2025-08-11,Repair electrical or electronic equipment.,16.40,74008.90,5099926061.83
2025-08-11,Estimate project development or operational costs.,25.19,73328.33,5566394736.11
2025-08-11,Repair tools or equipment.,11.34,73118.62,4137127858.53
2025-08-11,Care for plants or animals.,54.50,66628.56,2594237588.52
2025-08-11,Prepare schedules for services or facilities.,19.49,66612.21,3129396734.49
2025-08-11,Mark materials or objects for identification.,6.46,66379.42,2896357403.67
2025-08-11,Collaborate in the development of educational programs.,32.72,65602.91,3783314050.95
2025-08-11,Transport patients or clients.,13.40,63809.88,2820396648.97
2025-08-11,Prepare medical equipment or work areas for use.,17.12,62791.68,3566585827.14
2025-08-11,Assess characteristics or impacts of regulations or policies.,65.55,60988.92,5306359033.64
2025-08-11,Test characteristics of materials or products.,21.98,57875.99,3451711507.13
2025-08-11,Research biological or ecological phenomena.,65.79,56544.91,5099871484.35
2025-08-11,"Develop models of systems, processes, or products.",61.30,56006.06,6453268864.89
2025-08-11,Prescribe medical treatments or devices.,10.28,55719.66,5912204982.30
2025-08-11,"Coordinate group, community, or public activities.",24.18,55267.42,3237916169.16
2025-08-11,Issue documentation.,55.28,54813.13,2595217513.33
2025-08-11,Evaluate personnel capabilities or performance.,19.54,54525.45,4085961601.52
2025-08-11,Design electrical or electronic systems or equipment.,32.43,54418.96,5350134062.30
2025-08-11,Inspect facilities or equipment.,8.38,48479.86,3589112867.10
2025-08-11,Perform general construction or extraction activities.,3.96,45675.65,2190062195.91
2025-08-11,Design databases.,48.58,45495.43,4911698741.55
2025-08-11,Clean medical equipment or facilities.,6.53,44503.67,2115987478.04
2025-08-11,Design structures or facilities.,27.49,43803.93,4257557161.77
2025-08-11,Record information about legal matters.,23.25,43378.49,3835395755.56
2025-08-11,Examine people or animals to assess health conditions or physical characteristics.,10.18,42941.92,5629486965.81
2025-08-11,Operate medical equipment.,11.25,42658.25,5219623763.85
2025-08-11,"Assist scientists, scholars, or technical specialists with projects or research.",55.38,42398.86,2579468807.45
2025-08-11,Perform human resources activities.,19.19,42255.31,3336297695.22
2025-08-11,Administer basic health care or medical treatments.,7.01,41992.47,3933587992.93
2025-08-11,Operate industrial processing or production equipment.,6.87,41609.19,2257483144.26
2025-08-11,Resolve personnel or operational problems.,16.07,41258.07,3582883263.29
2025-08-11,Intervene in crisis situations or emergencies.,10.23,40595.73,1737462309.60
2025-08-11,"Interpret language, cultural, or religious information for others.",81.47,39625.32,2267331384.88
2025-08-11,Coach others.,51.03,38644.93,2295744515.13
2025-08-11,Research healthcare issues.,57.46,36726.03,3927819181.14
2025-08-11,Develop sustainable organizational or business policies or practices.,20.04,35910.06,3813407968.98
2025-08-11,Order medical tests or procedures.,34.75,35684.45,5650293075.90
2025-08-11,Create artistic designs or performances.,54.21,34948.45,2004660832.30
2025-08-11,"Investigate individuals' background, behavior, or activities.",57.04,34372.43,1848734801.21
2025-08-11,Apply decorative finishes.,51.61,31263.30,1739988635.93
2025-08-11,Study details of artistic productions.,64.44,30925.65,2229410182.28
2025-08-11,"Develop news, entertainment, or artistic content.",62.35,30862.39,2240359513.26
2025-08-11,Evaluate project feasibility.,29.11,30669.37,5146356112.71
2025-08-11,Position workpieces or materials on equipment.,7.66,29695.14,1390362483.66
2025-08-11,"Treat injuries, illnesses, or diseases.",6.18,29268.73,3831636212.35
2025-08-11,Cut materials.,7.48,29240.26,1486847626.16
2025-08-11,Obtain information about goods or services.,77.84,28496.65,2132587760.52
2025-08-11,Present information in legal proceedings.,14.16,27519.94,4134830349.86
2025-08-11,Conduct amusement or gaming activities.,54.92,27493.29,969936490.23
2025-08-11,Mediate disputes.,18.65,27019.11,1554690262.45
2025-08-11,Develop scientific or mathematical theories or models.,63.71,26066.17,2764242466.73
2025-08-11,Inspect vehicles.,5.63,25220.48,1457975050.56
2025-08-11,Present arts or entertainment performances.,22.63,24088.55,1901498688.84
2025-08-11,Advise others on environmental sustainability or green practices.,48.23,23744.65,2488639355.89
2025-08-11,Investigate organizational or operational problems.,54.41,23455.29,1890565918.65
2025-08-11,Apply materials to fill gaps or imperfections.,9.79,22695.66,1116914173.98
2025-08-11,Design industrial systems or equipment.,15.34,22259.45,2332732537.24
2025-08-11,Obtain formal documentation or authorization.,54.92,22250.88,1316509155.65
2025-08-11,Repair vehicle components.,3.55,21987.43,1169915163.67
2025-08-11,Develop public or community health programs.,30.20,21546.67,2121938758.38
2025-08-11,Process animal carcasses.,24.51,21493.01,839949824.79
2025-08-11,"Load products, materials, or equipment for transportation or further processing.",5.52,20769.10,890347580.35
2025-08-11,Advocate for individual or community needs.,45.02,20636.49,1412859697.39
2025-08-11,Administer therapeutic treatments.,4.18,20606.15,1628074321.93
2025-08-11,Investigate incidents or accidents.,55.34,20550.10,1831022600.76
2025-08-11,Research historical or social issues.,82.28,20228.77,2077758173.97
2025-08-11,Prepare specimens or materials for testing.,12.77,20164.09,1311761847.45
2025-08-11,Assemble equipment or components.,7.87,19819.46,1199845067.88
2025-08-11,"Perform athletic activities for fitness, competition, or artistic purposes.",49.81,18945.14,1223333892.34
2025-08-11,Operate transportation equipment or vehicles.,1.31,18917.45,1443524236.75
2025-08-11,"Join parts using soldering, welding, or brazing techniques.",5.59,18443.13,1152044460.93
2025-08-11,Develop financial or business plans.,34.98,18425.61,1194147535.12
2025-08-11,Install energy or heating equipment.,7.61,18417.30,1041193000.16
2025-08-11,Assist individuals with paperwork.,54.67,17994.15,865164509.73
2025-08-11,Administer diagnostic tests to assess patient health.,5.91,17825.33,1304639088.59
2025-08-11,Develop research plans or methodologies.,41.83,17539.34,1686420040.45
2025-08-11,Investigate the environmental impact of industrial or development activities.,17.34,16606.29,1474152663.08
2025-08-11,Design materials or devices.,51.75,16527.24,1488542282.95
2025-08-11,Coordinate artistic or entertainment activities.,17.71,15602.22,930247071.79
2025-08-11,Advise others on workplace health or safety issues.,47.31,15491.90,1243032811.40
2025-08-11,Coordinate regulatory compliance activities.,13.79,15373.55,1639139095.29
2025-08-11,Fabricate devices or components.,6.47,15046.45,731519801.19
2025-08-11,Perform court-related or other legal administrative activities.,11.97,14877.13,907849879.36
2025-08-11,Create decorative objects or parts of objects.,55.78,14593.38,656055896.11
2025-08-11,Apply protective solutions or coatings.,3.85,13871.65,580253870.01
2025-08-11,Communicate environmental or sustainability information.,53.45,13841.36,1477072125.58
2025-08-11,Maintain vehicles in working condition.,3.29,13209.03,643208651.50
2025-08-11,Serve on organizational committees.,36.58,13184.30,1215597494.16
2025-08-11,Monitor environmental conditions.,9.78,12122.79,413675532.50
2025-08-11,Operate agricultural or forestry equipment.,1.73,12072.18,481628361.77
2025-08-11,Prepare industrial materials for processing or use.,4.68,11279.26,591308884.41
2025-08-11,Maintain medical equipment or instruments.,4.03,11039.93,863999529.15
2025-08-11,Apply hygienic or cosmetic agents to skin or hair.,3.05,10889.86,379511287.53
2025-08-11,Develop systems or practices to mitigate or resolve environmental problems.,7.73,10829.67,1135618224.00
2025-08-11,Operate laboratory or field equipment.,18.33,9375.09,669531345.09
2025-08-11,Evaluate production inputs or outputs.,4.77,9035.09,551814507.08
2025-08-11,Direct vehicle traffic.,4.25,8438.11,318334889.29
2025-08-11,Collect environmental or biological samples.,7.48,8204.07,515518880.20
2025-08-11,Analyze environmental or geospatial data.,15.94,7643.73,691568550.61
2025-08-11,Alter audio or video recordings.,33.46,7616.55,519313930.92
2025-08-11,Teach safety procedures or standards to others.,41.44,7474.65,354937899.65
2025-08-11,"Clean workpieces, finished products, or other objects.",3.28,6680.78,322252513.69
2025-08-11,Research issues related to earth sciences.,54.92,6425.73,545311162.64
2025-08-11,Collect samples of products or materials.,13.47,6414.89,316027102.91
2025-08-11,"Discuss legal matters with clients, disputants, or legal professionals or staff.",5.37,5996.16,884004824.65
2025-08-11,Direct legal activities.,7.41,5229.98,337913186.79
2025-08-11,Gather information for news stories.,53.38,5158.31,287772564.65
2025-08-11,"Develop safety standards, policies, or procedures.",6.05,4905.14,597735584.29
2025-08-11,Operate pumping systems or equipment.,6.63,4718.62,215171650.25
2025-08-11,Assess compliance with environmental standards or regulations.,19.85,4001.41,287734268.19
2025-08-11,Follow standard healthcare safety procedures to protect patient and staff members.,13.12,3784.62,283424451.94
2025-08-11,Install plumbing or piping equipment or systems.,7.06,3678.85,156476556.06
2025-08-11,Fabricate medical devices.,5.26,3543.65,540957716.99
2025-08-11,Build structures.,1.25,3285.00,178517117.26
2025-08-11,Fit assistive devices to patients or clients.,14.15,3220.79,149960142.31
2025-08-11,Position tools or equipment.,6.81,3184.97,187063133.21
2025-08-11,Monitor traffic conditions.,3.80,2858.02,99973702.25
2025-08-11,Develop health assessment methods or programs.,2.63,2821.13,177731086.73
2025-08-11,Adjust medical equipment to ensure adequate performance.,10.59,2792.93,459594822.16
2025-08-11,Operate cutting or grinding equipment.,3.05,2701.74,114086794.15
2025-08-11,Drill holes in earth or materials.,3.73,2649.09,105362240.79
2025-08-11,Develop plans for managing or preserving natural resources.,4.07,2642.38,334799487.07
2025-08-11,Operate energy production or distribution equipment.,6.62,2462.56,228291601.81
2025-08-11,Assess characteristics of land or property.,2.68,2443.70,196293011.33
2025-08-11,Record images with photographic or audiovisual equipment.,20.75,2412.22,134839700.65
2025-08-11,Signal others to coordinate work activities.,1.79,2126.13,92812756.18
2025-08-11,Assemble products or work aids.,0.87,2066.28,86858636.45
2025-08-11,Develop contingency or emergency response plans.,8.57,1896.70,156651027.09
2025-08-11,Evaluate scholarly work.,87.95,1838.89,143692486.69
2025-08-11,Operate construction or excavation equipment.,0.91,1388.23,68217586.56
2025-08-11,Make legal decisions.,21.19,1385.00,142514437.79
2025-08-11,Remove workpieces from production equipment.,1.66,1323.79,60873056.34
2025-08-11,Direct security or safety activities or operations.,7.43,1280.88,93591802.39
2025-08-11,Disassemble equipment.,0.88,1102.42,72941935.38
2025-08-11,Research agricultural processes or practices.,12.99,1025.30,82690418.61
2025-08-11,Perform agricultural activities.,2.70,964.15,34825202.46
2025-08-11,Train animals.,8.43,960.99,37238224.02
2025-08-11,Process forensic or legal evidence.,10.02,809.20,75725032.50
2025-08-11,Repair workpieces or products.,1.74,665.38,33061284.43
2025-08-11,Draft legislation or regulations.,20.63,558.49,25026000.72
2025-08-11,Sew garments or materials.,1.75,536.52,21922080.38
2025-08-11,Evaluate green technologies or processes.,4.15,531.47,27562015.05
2025-08-11,Cut trees or other vegetation.,5.25,510.47,23785093.77
2025-08-11,Operate lifting or moving equipment.,0.87,476.14,25929393.48
2025-08-11,Manage agricultural or forestry operations.,2.65,457.67,25366631.43
2025-08-11,Take physical measurements of patients or clients.,14.50,160.86,5535276.50
2025-08-11,Dispose of waste or debris.,0.14,157.14,7721665.23
2025-08-11,Administer emergency medical treatment.,1.18,112.63,7321831.28
2025-08-11,Test sites or materials for environmental hazards.,0.07,41.21,2972219.27
2025-08-11,Tend watercraft.,0.00,0.00,0.00
2025-08-11,Groom or style hair.,0.00,0.00,0.00
2025-08-11,Manage control systems or activities.,0.00,0.00,0.00
2025-08-11,Hunt animals.,0.00,0.00,0.00
2025-08-11,Record information about environmental conditions.,0.00,0.00,0.00
2025-08-11,Engrave objects.,0.00,0.00,0.00
2025-08-11,Embalm corpses.,0.00,0.00,0.00
2025-08-11,Protect people or property from threats such as fires or flooding.,0.00,0.00,0.00
2025-08-11,Climb equipment or structures.,0.00,0.00,0.00
2025-08-11,Shape materials to create products.,0.00,0.00,0.00
2025-08-11,Set up protective structures or coverings near work areas.,0.00,0.00,0.00
2025-08-11,Supervise activities in correctional facilities.,0.00,0.00,0.00
2025-08-11,Smooth surfaces of objects or equipment.,0.00,0.00,0.00
2025-11-13,"Provide information to guests, clients, or customers.",70.79,3297975.59,162201451871.95
2025-11-13,Execute financial transactions.,61.60,2680603.25,107776376094.44
2025-11-13,Respond to customer problems or inquiries.,73.93,2173823.74,111980194117.18
2025-11-13,Prepare foods or beverages.,59.49,2118204.31,71841818809.17
2025-11-13,Communicate with others about operational plans or activities.,56.82,1886075.83,112144420682.63
2025-11-13,"Provide general assistance to others, such as customers, patrons, or motorists.",62.76,1634418.67,64388441995.53
2025-11-13,Determine values or prices of goods or services.,65.02,1497147.82,71491357067.76
2025-11-13,Read documents or materials to inform work processes.,61.59,1330824.68,75677910310.44
2025-11-13,Explain technical details of products or services.,81.81,1281335.85,60276263878.90
2025-11-13,Maintain operational records.,19.13,1201210.51,76499317555.06
2025-11-13,"Prepare documentation for contracts, applications, or permits.",69.20,1155598.88,57907798291.40
2025-11-13,"Direct organizational operations, activities, or procedures.",19.97,1032956.25,92968334031.82
2025-11-13,Purchase goods or services.,57.39,1010007.91,59253659347.20
2025-11-13,Advise others on products or services.,75.63,1007092.57,73859502387.65
2025-11-13,Train others on operational or work procedures.,53.17,1000600.80,67934970436.25
2025-11-13,Maintain current knowledge in area of expertise.,67.41,999220.15,76747775574.70
2025-11-13,Perform administrative or clerical activities.,66.53,950513.88,51190145249.54
2025-11-13,Monitor individual behavior or performance.,57.29,872944.90,53385141320.17
2025-11-13,Evaluate the quality or accuracy of data.,54.56,811070.38,47306936641.92
2025-11-13,Prepare informational or instructional materials.,76.52,810444.38,54084382589.67
2025-11-13,"Measure physical characteristics of materials, products, or equipment.",53.32,783818.47,35435796836.59
2025-11-13,"Promote products, services, or programs.",71.69,743520.88,41843994576.92
2025-11-13,"Develop organizational policies, systems, or processes.",35.60,723554.34,75959751790.72
2025-11-13,Maintain sales or financial records.,27.82,677313.74,29077911590.70
2025-11-13,Design computer or information systems or applications.,73.69,672849.44,72018637680.49
2025-11-13,Advise others on business or operational matters.,59.14,672493.54,62082462717.34
2025-11-13,Maintain health or medical records.,32.68,665754.75,54254086062.25
2025-11-13,"Explain regulations, policies, or procedures.",66.58,658256.83,46034863547.45
2025-11-13,Teach academic or vocational subjects.,57.82,655966.42,42288793850.00
2025-11-13,Arrange displays or decorations.,61.33,655743.38,26473339100.70
2025-11-13,Implement procedures or processes.,71.10,637089.40,69777278975.24
2025-11-13,Train others on health or medical topics.,45.09,636370.73,34664841288.68
2025-11-13,"Develop educational programs, plans, or procedures.",36.66,627861.08,38701723484.27
2025-11-13,Analyze data to improve operations.,39.00,618660.83,67812947439.16
2025-11-13,"Compile records, documentation, or other data.",72.08,612264.43,37732018251.05
2025-11-13,Schedule appointments.,57.54,606802.25,26859675602.85
2025-11-13,Analyze business or financial data.,69.19,595294.47,53741726418.72
2025-11-13,Operate office equipment.,58.86,589184.86,26587155501.14
2025-11-13,Process digital or online data.,65.82,584090.38,38773707287.55
2025-11-13,Develop operational or technical procedures or standards.,65.89,557310.47,56869751655.79
2025-11-13,"Assess student capabilities, needs, or performance.",67.46,550216.05,36848283958.71
2025-11-13,Adjust equipment to ensure adequate performance.,56.18,529378.21,28994625262.31
2025-11-13,Provide food or beverage services.,18.79,521340.58,16691696293.13
2025-11-13,Assist others to access additional services or resources.,55.68,520894.09,28753750474.17
2025-11-13,Examine materials or documentation for accuracy or compliance.,61.80,519345.87,32338344648.35
2025-11-13,Analyze health or medical data.,62.62,510860.46,55670467123.09
2025-11-13,Prepare mixtures or solutions.,56.19,510337.37,22370910575.48
2025-11-13,Create visual designs or displays.,60.45,506565.24,38062748083.25
2025-11-13,Supervise personnel activities.,17.92,492720.56,33945573692.24
2025-11-13,Assist individuals with special needs.,6.75,483469.20,17529815493.42
2025-11-13,Collect data about consumer needs or opinions.,52.56,482779.36,22942804157.81
2025-11-13,Operate computer systems or computerized equipment.,76.50,479218.12,24386389669.48
2025-11-13,Advise others on educational or vocational matters.,68.23,475926.79,33743617183.13
2025-11-13,Present research or technical information.,69.82,461204.55,36362412606.14
2025-11-13,Maintain safety or security.,46.73,460728.31,21484273841.91
2025-11-13,Test performance of equipment or systems.,56.97,456715.60,28989018153.68
2025-11-13,"Distribute materials, supplies, or resources.",57.85,452009.18,21088369302.59
2025-11-13,Analyze market or industry conditions.,76.51,448502.86,40543285358.61
2025-11-13,Calculate financial data.,64.31,432057.96,25659065835.53
2025-11-13,Gather information from physical or electronic sources.,69.93,417996.40,23464752471.27
2025-11-13,Explain medical information to patients or family members.,63.31,413924.36,36551760729.53
2025-11-13,Collect fares or payments.,14.06,405932.16,17525189980.63
2025-11-13,Interview people to obtain information.,50.30,399638.85,28522286971.49
2025-11-13,Advise others on the design or use of technologies.,66.77,398779.86,37336753622.75
2025-11-13,Assign work to others.,27.81,392233.59,22729678310.41
2025-11-13,Develop business or marketing plans.,57.23,385046.84,42711169132.05
2025-11-13,Inspect characteristics or conditions of materials or products.,54.01,366864.17,19044596576.31
2025-11-13,Determine resource needs of projects or operations.,53.96,366661.15,30407391390.08
2025-11-13,Select materials or equipment for operations or projects.,55.83,360393.04,21308493202.17
2025-11-13,Perform recruiting or hiring activities.,40.47,353291.95,28372062985.22
2025-11-13,Plan work activities.,54.15,350381.26,23598620797.72
2025-11-13,Coordinate with others to resolve problems.,56.31,312650.89,24386368397.51
2025-11-13,"Evaluate programs, practices, or processes.",72.24,308080.27,29249306434.09
2025-11-13,Manage budgets or finances.,37.47,305273.53,44937107766.14
2025-11-13,Train others to use equipment or products.,48.36,302465.87,19723511307.36
2025-11-13,Teach life skills.,57.42,298800.91,12640194789.52
2025-11-13,Communicate with others about specifications or project details.,61.53,297956.39,27448652777.47
2025-11-13,"Set up classrooms, facilities, educational materials, or equipment.",49.50,296390.95,17832644614.34
2025-11-13,Counsel others about personal matters.,50.30,294768.29,15826028731.66
2025-11-13,Prepare health or medical documents.,47.63,289224.99,13196890922.65
2025-11-13,Communicate with others about business strategies.,61.82,288049.03,24448051898.33
2025-11-13,Gather data about operational or development activities.,58.82,286283.54,27028508544.96
2025-11-13,Monitor operation of computer or information technologies.,67.21,284223.29,28508837590.29
2025-11-13,Identify business or organizational opportunities.,63.73,283056.97,23230395462.15
2025-11-13,Direct construction or extraction activities.,24.05,280275.58,26863389602.33
2025-11-13,Monitor financial data or activities.,34.15,279086.52,21136909576.94
2025-11-13,Resolve computer problems.,71.01,271282.17,24175332850.60
2025-11-13,Investigate criminal or legal matters.,56.27,262266.59,19733701685.89
2025-11-13,Provide support or encouragement to others.,51.11,258993.19,17780694593.39
2025-11-13,Determine operational methods or procedures.,62.30,251030.20,18221201322.75
2025-11-13,Manage human resources activities.,29.14,249904.91,20756509766.27
2025-11-13,"Inspect commercial, industrial, or production systems or equipment.",10.54,241440.31,13299960563.58
2025-11-13,Develop patient or client care or treatment plans.,46.55,241378.41,24984320633.31
2025-11-13,Monitor operations to ensure compliance with regulations or standards.,21.84,237814.10,17307721311.06
2025-11-13,Prepare reports of operational or procedural activities.,20.06,233403.80,20024171063.85
2025-11-13,"Monitor external affairs, trends, or events.",63.96,232983.42,18716251772.50
2025-11-13,"Set up computer systems, networks, or other information systems.",69.90,226730.66,17781104206.65
2025-11-13,Monitor health conditions of humans or animals.,16.44,226398.85,18132420325.36
2025-11-13,"Maintain electronic, computer, or other technical equipment.",61.95,223888.75,18869339505.72
2025-11-13,Reconcile financial data.,12.16,221544.69,9484373758.99
2025-11-13,Test performance of computer or information systems.,66.92,221188.79,21084429765.70
2025-11-13,Operate audiovisual or related equipment.,23.98,218159.99,8666019326.08
2025-11-13,Program computer systems or production equipment.,70.41,215489.71,18169850198.09
2025-11-13,Sell products or services.,19.75,209298.12,10721298394.81
2025-11-13,Explain financial information.,74.02,208740.55,14748455540.54
2025-11-13,Connect components or supply lines to equipment or tools.,55.16,206861.16,11683641330.86
2025-11-13,"Prepare financial documents, reports, or budgets.",28.69,200246.94,17498037367.80
2025-11-13,Stock supplies or products.,9.64,197041.99,9962632347.90
2025-11-13,Develop organizational or program goals or objectives.,43.67,186489.16,24968665939.78
2025-11-13,Evaluate patient or client condition or treatment options.,24.93,185998.54,13440169095.42
2025-11-13,"Evaluate the characteristics, usefulness, or performance of products or technologies.",60.75,185513.20,19892049469.43
2025-11-13,"Clean tools, equipment, facilities, or work areas.",3.35,183991.80,7762690283.80
2025-11-13,"Evaluate designs, specifications, or other technical data.",59.23,183685.40,19627403595.68
2025-11-13,Provide information or assistance to the public.,64.87,182806.19,12937792324.46
2025-11-13,"Examine financial activities, operations, or systems.",15.87,182509.17,10299886731.12
2025-11-13,Advise patients or clients on medical issues.,61.71,182316.39,19964108543.39
2025-11-13,Negotiate contracts or agreements.,29.70,175110.95,13355203134.12
2025-11-13,"Monitor safety or security of work areas, facilities, or properties.",13.27,174137.05,9351964371.03
2025-11-13,Maintain facilities or equipment.,55.14,173380.28,8656771395.38
2025-11-13,Set up equipment.,59.48,171391.40,8002719167.07
2025-11-13,Consult legal materials or public records.,66.48,170909.70,17897855753.01
2025-11-13,Advise others on legal or regulatory matters.,55.10,167876.32,21760506588.35
2025-11-13,Prepare legal or regulatory documents.,40.96,166689.12,12677932816.51
2025-11-13,Schedule operational activities.,26.07,165176.92,9837519898.51
2025-11-13,Verify personal information.,49.53,164842.69,11510819755.37
2025-11-13,Write material for artistic or commercial purposes.,79.85,162734.04,12092385946.75
2025-11-13,Monitor resources or inventories.,20.16,160264.92,10070710705.91
2025-11-13,"Research laws, precedents, or other legal data.",89.32,157849.60,22480782133.36
2025-11-13,Confer with healthcare or other professionals about patient care.,16.94,157406.66,12250317264.53
2025-11-13,Operate communications equipment or systems.,54.16,155996.24,8188582437.67
2025-11-13,Sort materials or products.,21.90,151516.84,7478288758.91
2025-11-13,Develop marketing or promotional materials.,84.72,150409.58,11859556334.10
2025-11-13,Process shipments or mail.,18.18,149604.88,7884941793.98
2025-11-13,Authorize business activities or transactions.,39.19,148641.76,21171948324.70
2025-11-13,Monitor equipment operation.,6.33,148060.70,6699805534.02
2025-11-13,Notify others of emergencies or problems.,8.80,144003.64,9273258530.43
2025-11-13,Analyze scientific or applied data using mathematical principles.,78.91,141255.48,17429431256.37
2025-11-13,"Document technical designs, procedures, or activities.",65.33,140063.76,14098200942.63
2025-11-13,Develop professional relationships or networks.,59.17,139102.58,12148811026.64
2025-11-13,Implement security measures for computer or information systems.,68.57,136929.34,14779987257.04
2025-11-13,Collect information about patients or clients.,27.78,136594.33,11098362558.46
2025-11-13,Advise others on healthcare or wellness issues.,49.84,135039.40,13365903634.76
2025-11-13,Assist healthcare practitioners during medical procedures.,11.02,135026.81,6954650181.58
2025-11-13,Analyze biological or chemical substances or related data.,64.76,133052.21,11677684697.86
2025-11-13,Advise others on financial matters.,73.44,132652.26,10783939338.71
2025-11-13,Develop recipes or menus.,62.86,131125.85,5365917443.15
2025-11-13,Evaluate personnel capabilities or performance.,24.38,130833.17,15512683850.32
2025-11-13,Position materials or components for assembly.,9.40,130480.12,6902981747.73
2025-11-13,"Replenish inventories of materials, equipment, or products.",15.86,123502.21,8006236509.59
2025-11-13,Develop technical specifications for products or operations.,64.53,123087.33,12129191219.51
2025-11-13,Inspect completed work or finished products.,10.98,116669.69,6673636700.64
2025-11-13,"Coordinate activities with clients, agencies, or organizations.",32.12,116398.69,13797527958.37
2025-11-13,Edit written materials or documents.,77.84,114002.05,9770626610.80
2025-11-13,Prescribe medical treatments or devices.,13.19,110916.96,8735264110.52
2025-11-13,Repair electrical or electronic equipment.,21.30,108689.02,7168994745.87
2025-11-13,Research technology designs or applications.,69.95,108319.24,11402243903.82
2025-11-13,Install commercial or production equipment.,14.82,108291.13,7466956912.09
2025-11-13,Analyze business or financial risks.,43.05,104268.86,9288016635.42
2025-11-13,Escort others.,21.35,100478.95,3552550984.16
2025-11-13,Diagnose system or equipment problems.,60.01,98621.35,6121775276.50
2025-11-13,"Assess living, work, or social needs or status of individuals or communities.",46.53,94636.88,6688517456.05
2025-11-13,Confer with clients to determine needs or order specifications.,56.01,94224.85,6001605686.94
2025-11-13,"Research organizational behavior, processes, or performance.",66.69,91730.70,7562341691.89
2025-11-13,Diagnose health conditions or disorders.,14.43,87542.48,9234173088.57
2025-11-13,Monitor operations to ensure adequate performance.,9.93,87156.37,7765686174.97
2025-11-13,"Move materials, equipment, or supplies.",6.22,86194.90,3064596177.38
2025-11-13,Analyze performance of systems or equipment.,62.07,85439.72,7040108382.71
2025-11-13,Direct scientific or technical activities.,21.78,83997.99,8926828852.84
2025-11-13,Prepare schedules for services or facilities.,30.96,83095.91,3832227115.82
2025-11-13,Maintain tools or equipment.,6.27,82962.93,4478198982.48
2025-11-13,"Evaluate condition of financial assets, property, or other resources.",26.20,81113.90,6894403581.69
2025-11-13,Plan events or programs.,67.41,80619.10,6786473731.35
2025-11-13,Collaborate in the development of educational programs.,37.92,79243.20,4677391390.49
2025-11-13,Prepare proposals or grant applications.,51.19,78260.54,6133140098.16
2025-11-13,Package objects.,4.92,74320.64,2344979123.04
2025-11-13,Repair tools or equipment.,11.62,73482.91,4166777297.81
2025-11-13,Estimate project development or operational costs.,25.20,73345.21,5567395272.52
2025-11-13,"Coordinate group, community, or public activities.",26.71,69510.28,5316988470.19
2025-11-13,Care for plants or animals.,54.50,66628.56,2594237588.52
2025-11-13,Mark materials or objects for identification.,6.46,66379.42,2896357403.67
2025-11-13,Issue documentation.,56.93,66106.36,3117981052.60
2025-11-13,Transport patients or clients.,13.40,63809.88,2820396648.97
2025-11-13,Prepare medical equipment or work areas for use.,17.12,62791.68,3566585827.14
2025-11-13,Design structures or facilities.,35.46,61617.20,5955330371.44
2025-11-13,Assess characteristics or impacts of regulations or policies.,65.61,61310.65,5332506616.80
2025-11-13,Research biological or ecological phenomena.,71.21,61216.86,5413564054.73
2025-11-13,Design electrical or electronic systems or equipment.,34.74,61075.38,6382012943.84
2025-11-13,Test characteristics of materials or products.,23.36,58660.16,3503314817.56
2025-11-13,Operate medical equipment.,16.43,56756.79,6424799658.14
2025-11-13,"Develop models of systems, processes, or products.",61.30,56006.06,6453268864.89
2025-11-13,Administer basic health care or medical treatments.,8.34,55457.60,5064239916.13
