title_current,pct_tasks_affected_confirmed,workers_affected_confirmed,wages_affected_confirmed,pct_tasks_affected_ceiling,workers_affected_ceiling,wages_affected_ceiling,adoption_gap,ska_overall_gap,emp_nat,median_wage,major,job_zone,risk_score,risk_tier,quadrant,opportunity_score
Upholsterers,18.70,3925.86,181335599.91,22.75,4774.74,220545399.22,4.04,0.93,20990.00,46190.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,15877.03
Barbers,12.75,2307.14,89886282.53,19.47,3524.54,137315972.26,6.73,1.76,18100.00,38960.00,Personal Care and Service Occupations,3.00,4,moderate,Q2: Already adopted,15517.70
"Family and Consumer Sciences Teachers, Postsecondary",31.46,827.44,63944284.32,50.12,1318.19,101869630.89,18.66,-1.39,2630.00,77280.00,Educational Instruction and Library Occupations,5.00,3,low,Q3: Tool gap,15439.79
Bicycle Repairers,25.44,3202.29,129244572.97,30.25,3808.65,153716938.08,4.82,-0.73,12590.00,40360.00,"Installation, Maintenance, and Repair Occupations",2.00,3,low,Q2: Already adopted,15422.69
Nurse Anesthetists,16.64,8378.90,1870255380.74,18.47,9299.13,2075659800.16,1.83,-3.12,50350.00,223210.00,Healthcare Practitioners and Technical Occupations,5.00,1,low,Q4: Low priority,15313.83
"Potters, Manufacturing",17.30,2017.49,92178947.51,24.81,2893.11,132186012.32,7.51,-0.40,11662.00,45690.00,Production Occupations,3.00,4,moderate,Q1: Automation opportunity,15147.92
Zoologists and Wildlife Biologists,39.16,6626.48,482805628.76,41.37,6999.70,509998446.67,2.21,-1.65,16920.00,72860.00,"Life, Physical, and Social Science Occupations",4.00,7,moderate,Q4: Low priority,14616.65
"Pressers, Textile, Garment, and Related Materials",10.75,2885.35,97755580.03,15.78,4233.15,143419223.31,5.02,-0.74,26830.00,33880.00,Production Occupations,1.00,3,low,Q2: Already adopted,14494.55
Gambling Managers,21.88,1010.65,86491177.54,36.14,1669.50,142876035.58,14.26,-1.63,4620.00,85580.00,Management Occupations,2.00,4,moderate,Q3: Tool gap,14412.78
Cabinetmakers and Bench Carpenters,23.19,18449.25,849034553.79,23.96,19054.86,876904514.53,0.76,-1.81,79540.00,46020.00,Production Occupations,2.00,2,low,Q4: Low priority,14046.98
Nuclear Power Reactor Operators,8.97,513.36,62942655.52,35.94,2055.72,252051386.70,26.96,-1.87,5720.00,122610.00,Production Occupations,3.00,1,low,Q3: Tool gap,13842.32
Wind Turbine Service Technicians,29.01,3254.59,203672324.84,33.26,3731.56,233520984.09,4.25,-1.77,11220.00,62580.00,"Installation, Maintenance, and Repair Occupations",3.00,2,low,Q4: Low priority,13835.44
Nuclear Monitoring Technicians,42.22,2267.10,236322397.03,48.20,2588.58,269833502.32,5.99,0.05,5370.00,104240.00,"Life, Physical, and Social Science Occupations",3.00,8,high,Q2: Already adopted,13572.21
Histotechnologists,12.02,6872.18,425319515.39,13.99,7996.35,494894135.44,1.97,0.67,57173.33,61890.00,Healthcare Practitioners and Technical Occupations,4.00,2,low,Q2: Already adopted,13512.37
Photonics Technicians,33.69,5630.97,435780785.62,36.05,6024.60,466244157.81,2.36,-0.44,16713.00,77390.00,Architecture and Engineering Occupations,3.00,6,moderate,Q2: Already adopted,13262.39
Audiologists,21.24,3129.33,288274061.65,25.48,3753.54,345776244.99,4.24,-3.31,14730.00,92120.00,Healthcare Practitioners and Technical Occupations,5.00,3,low,Q4: Low priority,13261.09
Textile Bleaching and Dyeing Machine Operators and Tenders,18.56,1080.09,40308968.46,30.80,1792.48,66895414.54,12.24,-1.58,5820.00,37320.00,Production Occupations,2.00,1,low,Q3: Tool gap,13220.74
Hydrologists,35.11,2008.07,184863152.39,41.48,2372.68,218428986.55,6.37,-3.08,5720.00,92060.00,"Life, Physical, and Social Science Occupations",5.00,8,high,Q4: Low priority,12800.00
Craft Artists,65.47,2860.96,110089844.68,69.94,3056.25,117604493.40,4.47,1.50,4370.00,38480.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,9,high,Q2: Already adopted,12785.11
"Textile Cutting Machine Setters, Operators, and Tenders",17.74,1589.87,60319793.96,25.42,2277.73,86417069.62,7.68,-1.12,8960.00,37940.00,Production Occupations,2.00,1,low,Q3: Tool gap,12205.41
"Tool Grinders, Filers, and Sharpeners",20.82,1192.79,58410737.12,30.99,1775.68,86954814.53,10.17,-2.04,5730.00,48970.00,Production Occupations,2.00,2,low,Q3: Tool gap,12133.72
Clinical Neuropsychologists,18.17,6464.70,760119386.64,20.03,7127.19,838015249.03,1.86,-4.79,35580.00,117580.00,"Life, Physical, and Social Science Occupations",5.00,2,low,Q4: Low priority,12037.14
Art Directors,62.54,31499.89,3497747274.71,62.92,31690.36,3518897941.82,0.38,-2.16,50370.00,111040.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,7,moderate,Q4: Low priority,11911.92
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",42.84,4329.38,474760112.38,45.59,4606.96,505199384.06,2.75,-1.40,10106.00,109660.00,Architecture and Engineering Occupations,4.00,3,low,Q4: Low priority,11891.39
Set and Exhibit Designers,44.77,4857.86,321979097.62,47.14,5114.71,339002832.15,2.37,-1.29,10850.00,66280.00,"Arts, Design, Entertainment, Sports, and Media Occupations",5.00,8,high,Q4: Low priority,11499.73
Statistical Assistants,84.01,4956.30,254952071.69,86.25,5088.50,261752421.86,2.24,-0.83,5900.00,51440.00,Office and Administrative Support Occupations,4.00,10,high,Q2: Already adopted,11105.44
Rail Car Repairers,7.40,1354.31,88951263.51,15.50,2836.91,186328159.35,8.10,-2.56,18300.00,65680.00,"Installation, Maintenance, and Repair Occupations",2.00,2,low,Q3: Tool gap,10972.12
Environmental Economists,46.14,2595.55,299630025.24,50.36,2832.74,327011653.43,4.22,-3.08,5625.00,115440.00,"Life, Physical, and Social Science Occupations",5.00,8,high,Q4: Low priority,10944.84
Genetic Counselors,47.32,1660.80,164269265.44,53.84,1889.75,186914801.00,6.52,-2.52,3510.00,98910.00,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,10833.07
Electro-Mechanical and Mechatronics Technologists and Technicians,34.65,2543.15,179953265.64,38.87,2852.90,201870929.13,4.22,-1.81,7340.00,70760.00,Architecture and Engineering Occupations,3.00,5,moderate,Q4: Low priority,10732.04
Anesthesiologists,5.78,2420.85,624384619.33,10.19,4270.61,1101476580.96,4.42,-3.22,41890.00,257920.00,Healthcare Practitioners and Technical Occupations,5.00,0,low,Q4: Low priority,10689.91
Glaziers,15.47,8817.47,488840598.19,16.68,9506.93,527064271.23,1.21,0.20,57000.00,55440.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,10665.43
Occupational Therapy Aides,26.41,1320.56,49349257.21,34.41,1720.45,64293225.81,8.00,1.14,5000.00,37370.00,Healthcare Support Occupations,3.00,8,moderate,Q1: Automation opportunity,10561.62
"Rotary Drill Operators, Oil and Gas",9.33,1221.15,79387023.50,17.98,2353.20,152981393.80,8.65,-0.68,13090.00,65010.00,Construction and Extraction Occupations,2.00,4,moderate,Q1: Automation opportunity,10560.73
Agricultural Inspectors,28.01,3386.59,172682372.56,31.08,3757.98,191619585.81,3.07,-0.42,12090.00,50990.00,"Farming, Fishing, and Forestry Occupations",2.00,5,moderate,Q2: Already adopted,10403.22
Biochemists and Biophysicists,53.57,18491.75,1916670351.91,54.12,18681.77,1936365696.75,0.55,-5.62,34520.00,103650.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q4: Low priority,10178.92
"Ophthalmologists, Except Pediatric",10.96,1327.60,330710253.24,18.56,2248.13,560016667.25,7.60,-3.68,12110.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,3,low,Q3: Tool gap,10091.59
"Electrical and Electronics Installers and Repairers, Transportation Equipment",32.01,2339.98,193586350.01,36.08,2637.48,218198819.47,4.07,-0.84,7310.00,82730.00,"Installation, Maintenance, and Repair Occupations",3.00,6,moderate,Q2: Already adopted,9523.28
Solar Photovoltaic Installers,37.91,10721.61,556022628.88,38.80,10971.37,568975469.01,0.88,-1.79,28280.00,51860.00,Construction and Extraction Occupations,2.00,6,moderate,Q4: Low priority,9469.19
Tire Repairers and Changers,8.09,8621.80,320041127.99,9.18,9786.02,363256974.44,1.09,1.55,106620.00,37120.00,"Installation, Maintenance, and Repair Occupations",2.00,4,moderate,Q2: Already adopted,9414.43
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",28.63,5431.54,264081372.61,30.36,5759.99,280050544.93,1.73,-0.31,18970.00,48620.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,9404.22
Forest Fire Inspectors and Prevention Specialists,12.20,339.12,17763151.53,39.56,1099.80,57607325.99,27.36,-0.75,2780.00,52380.00,Protective Service Occupations,3.00,7,moderate,Q1: Automation opportunity,9279.17
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",12.11,1760.31,67349395.15,17.35,2520.32,96427350.42,5.23,-0.43,14530.00,38260.00,Production Occupations,2.00,3,low,Q2: Already adopted,9207.51
Aviation Inspectors,15.13,1176.05,100846037.68,22.75,1768.41,151641266.82,7.62,-3.29,7773.33,85750.00,Transportation and Material Moving Occupations,3.00,2,low,Q3: Tool gap,8962.03
Jewelers and Precious Stone and Metal Workers,19.34,3332.47,163757650.71,21.97,3785.76,186032384.97,2.63,1.17,17230.00,49140.00,Production Occupations,3.00,6,moderate,Q2: Already adopted,8767.15
Mathematicians,71.19,1580.52,192317891.92,76.41,1696.37,206414749.56,5.22,-4.07,2220.00,121680.00,Computer and Mathematical Occupations,5.00,7,moderate,Q4: Low priority,8248.04
Environmental Restoration Planners,28.49,2006.22,160618018.30,32.52,2289.69,183312400.72,4.03,-2.20,7041.00,80060.00,"Life, Physical, and Social Science Occupations",5.00,1,low,Q4: Low priority,8076.94
Actors,79.37,30794.92,2402004079.84,79.63,30896.65,2409938708.07,0.26,-1.00,38800.00,78000.00,"Arts, Design, Entertainment, Sports, and Media Occupations",2.00,9,high,Q2: Already adopted,8073.83
"Tailors, Dressmakers, and Custom Sewers",14.52,2364.78,96624753.16,17.84,2906.53,118760938.38,3.33,0.89,16290.00,40860.00,Production Occupations,2.00,5,moderate,Q2: Already adopted,7864.54
Biomass Plant Technicians,8.87,604.87,60287870.39,21.25,1449.50,144471214.33,12.38,0.17,6822.00,99670.00,Production Occupations,2.00,3,low,Q1: Automation opportunity,7488.86
Orthoptists,19.46,1924.03,218820316.97,23.33,2306.40,262306556.15,3.87,-1.58,9887.00,113730.00,Healthcare Practitioners and Technical Occupations,5.00,4,moderate,Q4: Low priority,7440.89
Materials Scientists,54.28,4521.44,470952696.56,55.91,4657.45,485119974.41,1.63,-3.50,8330.00,104160.00,"Life, Physical, and Social Science Occupations",4.00,5,moderate,Q4: Low priority,7382.73
Chemical Plant and System Operators,17.22,3071.86,225904915.41,19.60,3496.18,257109256.77,2.38,-1.20,17840.00,73540.00,Production Occupations,2.00,3,low,Q4: Low priority,7306.32
Real Estate Brokers,90.16,44711.30,3231733119.25,90.33,44792.29,3237586681.94,0.16,-0.66,49590.00,72280.00,Sales and Related Occupations,4.00,9,high,Q2: Already adopted,7301.72
Fabric and Apparel Patternmakers,23.62,675.45,45707949.48,34.20,978.14,66190818.00,10.58,-0.08,2860.00,67670.00,Production Occupations,3.00,4,moderate,Q1: Automation opportunity,7148.65
Signal and Track Switch Repairers,13.79,1132.12,94645096.98,20.01,1642.84,137341224.17,6.22,-2.16,8210.00,83600.00,"Installation, Maintenance, and Repair Occupations",3.00,2,low,Q4: Low priority,7042.57
"Forestry and Conservation Science Teachers, Postsecondary",73.62,964.40,97240893.05,80.90,1059.81,106860951.04,7.28,-2.99,1310.00,100830.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,7023.86
Bioinformatics Technicians,87.67,4085.44,292068019.96,89.38,4164.94,297751615.80,1.71,-2.99,4660.00,71490.00,Computer and Mathematical Occupations,4.00,7,moderate,Q4: Low priority,6969.97
Agricultural Technicians,26.56,2616.14,125040312.75,29.16,2871.44,137242740.36,2.59,0.31,9848.10,47795.71,"Life, Physical, and Social Science Occupations",3.00,5,moderate,Q2: Already adopted,6782.13
Conservation Scientists,14.57,792.97,53882526.76,23.08,1256.39,85371751.97,8.51,-0.61,5444.00,67950.00,"Life, Physical, and Social Science Occupations",4.00,6,moderate,Q1: Automation opportunity,6750.14
"Cutters and Trimmers, Hand",10.93,772.55,29974954.81,19.59,1385.08,53741144.01,8.66,-0.38,7070.00,38800.00,Production Occupations,1.00,4,moderate,Q1: Automation opportunity,6693.22
Historians,76.04,2387.71,176809678.27,78.79,2474.16,183211389.16,2.75,-1.59,3140.00,74050.00,"Life, Physical, and Social Science Occupations",5.00,8,high,Q4: Low priority,6573.89
"Farmers, Ranchers, and Other Agricultural Managers",12.11,715.88,62983117.81,20.79,1228.55,108087776.62,8.67,-1.47,5910.00,87980.00,Management Occupations,4.00,1,low,Q3: Tool gap,6209.98
Millwrights,14.86,6043.24,393837674.19,15.88,6457.86,420858835.60,1.02,-3.28,40660.00,65170.00,"Installation, Maintenance, and Repair Occupations",2.00,1,low,Q4: Low priority,6162.52
Neurologists,34.88,2685.58,668986827.13,37.17,2861.74,712869011.12,2.29,-4.96,7700.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,6144.05
Motion Picture Projectionists,9.83,191.64,7316970.48,41.51,809.41,30903205.67,31.68,0.95,1950.00,38180.00,Personal Care and Service Occupations,2.00,4,moderate,Q1: Automation opportunity,6071.32
Medical Equipment Preparers,0.97,705.82,32813495.10,9.56,6955.72,323371515.21,8.59,-0.34,72760.00,46490.00,Healthcare Support Occupations,2.00,4,moderate,Q1: Automation opportunity,6062.80
Biologists,58.37,7160.25,668266515.04,59.22,7263.80,677930632.21,0.84,-3.14,12266.00,93330.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q4: Low priority,6044.58
Nanosystems Engineers,47.62,10319.13,1215077717.85,48.19,10444.45,1229833825.19,0.58,-4.22,21672.00,117750.00,Architecture and Engineering Occupations,5.00,5,moderate,Q4: Low priority,5966.99
Psychiatrists,44.56,11050.78,2850218124.46,45.10,11184.24,2884640113.19,0.54,-4.53,24800.00,257920.00,Healthcare Practitioners and Technical Occupations,5.00,7,moderate,Q4: Low priority,5946.92
Technical Writers,85.76,47620.88,4365405952.89,85.88,47690.01,4371743155.06,0.12,-1.62,55530.00,91670.00,"Arts, Design, Entertainment, Sports, and Media Occupations",4.00,7,moderate,Q4: Low priority,5928.44
Ship Engineers,7.43,637.16,64556662.47,16.55,1420.02,143876614.12,9.12,-1.84,8580.00,101320.00,Transportation and Material Moving Occupations,3.00,2,low,Q3: Tool gap,5813.61
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",13.39,4404.73,271683528.33,14.70,4834.83,298212044.51,1.31,0.77,32890.00,61680.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,5760.02
Log Graders and Scalers,12.19,403.54,18849454.73,26.20,867.23,40508404.38,14.01,1.67,3310.00,46710.00,"Farming, Fishing, and Forestry Occupations",2.00,3,low,Q1: Automation opportunity,5653.12
"Model Makers, Metal and Plastic",16.98,548.61,34398150.12,27.13,876.26,54941611.78,10.14,-2.60,3230.00,62700.00,Production Occupations,3.00,2,low,Q3: Tool gap,5565.08
Animal Trainers,14.76,2967.66,114997008.35,16.60,3338.48,129366230.45,1.84,1.37,20110.00,38750.00,Personal Care and Service Occupations,2.00,7,moderate,Q2: Already adopted,5472.23
Acupuncturists,21.71,1832.24,143170965.19,24.63,2079.04,162455908.12,2.92,-0.66,8440.00,78140.00,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q2: Already adopted,5357.77
"Earth Drillers, Except Oil and Gas",5.49,645.41,38314052.83,13.75,1616.02,95932874.71,8.26,-1.43,11754.46,59363.75,Construction and Extraction Occupations,2.00,2,low,Q3: Tool gap,5329.38
"Radio, Cellular, and Tower Equipment Installers and Repairers",36.76,4190.72,269002412.76,37.99,4331.34,278028683.91,1.23,-0.27,11400.00,64190.00,"Installation, Maintenance, and Repair Occupations",3.00,8,high,Q2: Already adopted,5169.22
"Explosives Workers, Ordnance Handling Experts, and Blasters",5.05,594.00,35262244.26,13.67,1607.41,95422073.70,8.62,-1.67,11754.46,59363.75,Construction and Extraction Occupations,2.00,2,low,Q3: Tool gap,5121.19
Pipelayers,11.09,3724.15,181403564.29,12.45,4181.54,203682922.09,1.36,-1.84,33580.00,48710.00,Construction and Extraction Occupations,1.00,2,low,Q4: Low priority,5072.61
"Pourers and Casters, Metal",17.06,994.81,48686080.18,22.16,1291.66,63213869.52,5.09,2.78,5830.00,48940.00,Production Occupations,2.00,3,low,Q2: Already adopted,5065.33
Continuous Mining Machine Operators,7.01,1004.62,63673058.44,12.01,1722.88,109196404.39,5.01,-2.30,14340.00,63380.00,Construction and Extraction Occupations,2.00,1,low,Q4: Low priority,5031.95
Structural Metal Fabricators and Fitters,8.66,4623.95,230734904.31,9.74,5197.11,259335635.43,1.07,2.13,53380.00,49900.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,4964.90
Animal Breeders,47.23,817.13,42490601.59,53.29,921.91,47939568.61,6.06,1.00,1730.00,52000.00,"Farming, Fishing, and Forestry Occupations",2.00,5,moderate,Q2: Already adopted,4949.42
Biofuels Production Managers,4.10,271.93,33023094.82,22.30,1479.12,179624061.94,18.20,-1.68,6633.00,121440.00,Management Occupations,4.00,0,low,Q3: Tool gap,4949.04
"Arbitrators, Mediators, and Conciliators",42.77,3361.94,227637277.80,44.24,3477.55,235464716.91,1.47,-4.41,7860.00,67710.00,Legal Occupations,5.00,6,moderate,Q4: Low priority,4944.64
Orthotists and Prosthetists,12.99,1289.42,100974797.29,16.66,1654.76,129584447.92,3.68,-2.73,9930.00,78310.00,Healthcare Practitioners and Technical Occupations,5.00,1,low,Q4: Low priority,4743.97
Surgical Assistants,6.89,1575.96,95014548.41,9.77,2232.42,134592620.03,2.87,-1.31,22860.00,60290.00,Healthcare Practitioners and Technical Occupations,3.00,2,low,Q4: Low priority,4525.62
"Patternmakers, Metal and Plastic",34.89,547.80,29876894.95,43.01,675.22,36826599.56,8.12,0.11,1570.00,54540.00,Production Occupations,3.00,8,high,Q1: Automation opportunity,4446.02
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",16.32,866.58,40408837.15,21.32,1132.06,52787810.64,5.00,-0.57,5310.00,46630.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,4332.47
Hoist and Winch Operators,8.77,217.53,11378906.70,28.06,696.00,36407825.38,19.29,-1.20,2480.00,52310.00,Transportation and Material Moving Occupations,2.00,2,low,Q3: Tool gap,4196.83
Physical Medicine and Rehabilitation Physicians,16.03,6604.32,1645159184.94,16.66,6864.28,1709917488.58,0.63,-4.17,41196.00,249103.60,Healthcare Practitioners and Technical Occupations,5.00,6,moderate,Q4: Low priority,4167.62
Pest Control Workers,33.67,32357.78,1447363380.26,33.79,32479.17,1452793146.34,0.13,0.80,96110.00,44730.00,Building and Grounds Cleaning and Maintenance Occupations,2.00,7,moderate,Q2: Already adopted,4086.88
Transit and Railroad Police,24.91,747.35,61521622.71,30.28,908.26,74767726.74,5.36,-1.38,3000.00,82320.00,Protective Service Occupations,3.00,3,low,Q4: Low priority,4008.52
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",20.06,1757.12,86520408.53,22.30,1953.24,96177473.27,2.24,-0.25,8760.00,49240.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,3933.90
Logging Equipment Operators,3.97,893.10,43949666.01,8.35,1880.30,92529351.44,4.38,-3.81,22520.00,49210.00,"Farming, Fishing, and Forestry Occupations",1.00,1,low,Q4: Low priority,3915.03
Orderlies,4.94,2621.29,98822738.11,6.42,3401.95,128253541.03,1.47,0.54,53020.00,37700.00,Healthcare Support Occupations,2.00,4,moderate,Q2: Already adopted,3859.55
"Stone Cutters and Carvers, Manufacturing",17.41,2595.00,118565478.24,18.82,2805.03,128161672.33,1.41,1.99,14904.00,45690.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,3656.89
Geographers,67.97,938.03,91176299.98,71.84,991.33,96357165.39,3.86,-2.55,1380.00,97200.00,"Life, Physical, and Social Science Occupations",4.00,8,high,Q4: Low priority,3623.04
Solar Energy Systems Engineers,42.06,669.17,78794909.96,47.45,754.96,88896250.37,5.39,-2.03,1591.00,117750.00,Architecture and Engineering Occupations,4.00,3,low,Q4: Low priority,3608.15
Locksmiths and Safe Repairers,3.11,483.13,24393099.09,10.50,1632.21,82410513.78,7.39,0.11,15550.00,50490.00,"Installation, Maintenance, and Repair Occupations",2.00,4,moderate,Q1: Automation opportunity,3570.13
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",5.52,687.70,45030593.96,10.36,1291.30,84554209.86,4.84,-1.05,12460.00,65480.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q2: Already adopted,3331.42
"Glass Blowers, Molders, Benders, and Finishers",14.67,738.92,33761409.66,19.14,964.32,44059704.18,4.47,-1.38,5037.00,45690.00,Production Occupations,2.00,2,low,Q4: Low priority,3306.52
Ophthalmic Laboratory Technicians,12.58,2356.88,90551327.60,13.97,2617.67,100570926.85,1.39,-0.34,18740.00,38420.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,3279.90
"Loading and Moving Machine Operators, Underground Mining",7.19,441.02,30368473.78,14.11,864.89,59556087.91,6.91,-0.29,6130.00,68860.00,Construction and Extraction Occupations,2.00,3,low,Q2: Already adopted,3049.49
"Rail Yard Engineers, Dinkey Operators, and Hostlers",18.05,595.75,34571566.56,22.96,757.76,43973075.48,4.91,-1.16,3300.00,58030.00,Transportation and Material Moving Occupations,2.00,2,low,Q4: Low priority,2924.81
Hydroelectric Plant Technicians,10.99,262.39,26152786.51,22.03,525.91,52417206.89,11.04,-2.18,2387.00,99670.00,Production Occupations,3.00,1,low,Q3: Tool gap,2896.71
Fish and Game Wardens,37.81,2427.34,165495887.91,38.96,2501.26,170535672.33,1.15,-1.54,6420.00,68180.00,Protective Service Occupations,4.00,4,moderate,Q4: Low priority,2794.80
Fire-Prevention and Protection Engineers,33.79,4431.09,485913102.69,34.42,4513.30,494928588.64,0.63,-3.73,13114.00,109660.00,Architecture and Engineering Occupations,4.00,3,low,Q4: Low priority,2777.90
Political Scientists,72.79,4330.74,603619127.16,73.36,4364.78,608363564.32,0.57,-2.26,5950.00,139380.00,"Life, Physical, and Social Science Occupations",5.00,8,high,Q4: Low priority,2477.59
Embalmers,9.68,330.99,18627912.82,17.14,586.14,32987805.21,7.46,0.25,3420.00,56280.00,Personal Care and Service Occupations,3.00,4,moderate,Q1: Automation opportunity,2469.34
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",14.28,2235.55,103908407.24,15.36,2404.68,111769545.05,1.08,-0.78,15660.00,46480.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,2414.42
Agricultural Engineers,38.39,644.87,54575674.80,42.13,707.72,59894684.16,3.74,-3.52,1680.00,84630.00,Architecture and Engineering Occupations,4.00,5,moderate,Q4: Low priority,2412.53
Industrial-Organizational Psychologists,66.61,699.45,76827644.52,69.78,732.65,80474180.86,3.16,-4.96,1050.00,109840.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q4: Low priority,2211.50
Gas Compressor and Gas Pumping Station Operators,0.83,42.52,3040912.17,51.97,2655.82,189917745.21,51.14,-0.76,5110.00,71510.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q1: Automation opportunity,2174.73
Forest and Conservation Workers,11.78,663.48,28980944.38,14.95,841.84,36771404.39,3.17,1.50,5630.00,43680.00,"Farming, Fishing, and Forestry Occupations",2.00,3,low,Q2: Already adopted,2101.85
Ophthalmic Medical Technologists,7.17,284.55,13883067.03,14.15,561.35,27388089.17,6.98,-0.00,3967.00,48790.00,Healthcare Practitioners and Technical Occupations,3.00,5,moderate,Q2: Already adopted,1985.44
Ophthalmic Medical Technicians,1.21,926.51,40840583.76,3.35,2566.02,113110376.92,2.14,0.50,76520.00,44080.00,Healthcare Practitioners and Technical Occupations,3.00,5,moderate,Q2: Already adopted,1985.14
"Derrick Operators, Oil and Gas",19.38,2139.13,134208873.68,20.24,2234.44,140188783.28,0.86,-1.13,11040.00,62740.00,Construction and Extraction Occupations,1.00,2,low,Q4: Low priority,1846.79
Economists,82.53,8463.95,977078067.26,82.74,8485.15,979525241.02,0.21,-3.52,10255.00,115440.00,"Life, Physical, and Social Science Occupations",5.00,8,high,Q4: Low priority,1749.63
Nuclear Technicians,17.93,111.17,11588117.43,31.29,194.02,20224490.81,13.36,-1.52,620.00,104240.00,"Life, Physical, and Social Science Occupations",3.00,2,low,Q3: Tool gap,1485.54
Tree Trimmers and Pruners,8.23,3941.40,198765053.48,8.61,4120.39,207791474.22,0.37,-1.40,47870.00,50430.00,Building and Grounds Cleaning and Maintenance Occupations,2.00,2,low,Q4: Low priority,1473.72
Sociologists,70.51,2079.98,211513249.25,71.20,2100.46,213595484.11,0.69,-2.85,2950.00,101690.00,"Life, Physical, and Social Science Occupations",5.00,8,high,Q4: Low priority,1443.74
Curators,84.17,10335.65,638433066.58,84.30,10352.18,639454337.03,0.13,-1.63,12280.00,61770.00,Educational Instruction and Library Occupations,5.00,7,moderate,Q4: Low priority,1391.56
Fallers,15.08,619.82,33408185.78,17.31,711.49,38349051.02,2.23,-2.46,4110.00,53900.00,"Farming, Fishing, and Forestry Occupations",1.00,1,low,Q4: Low priority,1382.41
Foresters,12.88,1242.87,87821351.86,13.95,1345.70,95087319.83,1.07,-1.45,9650.00,70660.00,"Life, Physical, and Social Science Occupations",4.00,1,low,Q4: Low priority,1324.40
Boilermakers,15.52,1578.87,115794638.26,16.31,1658.47,121632031.90,0.78,-0.85,10170.00,73340.00,Construction and Extraction Occupations,2.00,4,moderate,Q2: Already adopted,1235.68
Animal Scientists,38.75,957.14,75729028.13,40.02,988.42,78203950.03,1.27,-2.78,2470.00,79120.00,"Life, Physical, and Social Science Occupations",5.00,7,moderate,Q4: Low priority,1212.14
"Roustabouts, Oil and Gas",2.46,1112.86,52872129.44,3.54,1605.44,76274407.17,1.09,-1.15,45330.00,47510.00,Construction and Extraction Occupations,1.00,2,low,Q4: Low priority,1209.29
Wind Energy Engineers,31.40,1098.67,129368201.94,32.49,1136.96,133877012.48,1.09,-2.47,3499.00,117750.00,Architecture and Engineering Occupations,4.00,1,low,Q4: Low priority,1202.33
"Layout Workers, Metal and Plastic",18.20,1020.79,63156129.62,19.32,1083.67,67046732.28,1.12,0.45,5610.00,61870.00,Production Occupations,2.00,4,moderate,Q2: Already adopted,1144.22
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7.60,548.64,20925071.75,9.56,689.95,26314517.49,1.96,2.13,7220.00,38140.00,Construction and Extraction Occupations,1.00,4,moderate,Q2: Already adopted,1073.77
Motorboat Operators,6.31,150.11,7787542.95,12.86,306.06,15878263.70,6.55,-2.80,2380.00,51880.00,Transportation and Material Moving Occupations,2.00,4,moderate,Q4: Low priority,983.58
Archivists,86.73,6114.12,376446274.04,86.87,6124.54,377087945.39,0.15,-1.39,7050.00,61570.00,Educational Instruction and Library Occupations,5.00,8,high,Q4: Low priority,903.83
"Roof Bolters, Mining",10.08,224.77,17226390.51,14.05,313.21,24004555.92,3.97,-2.08,2230.00,76640.00,Construction and Extraction Occupations,2.00,1,low,Q4: Low priority,891.44
Range Managers,13.80,351.50,23884201.95,16.23,413.47,28095398.39,2.43,-0.55,2547.00,67950.00,"Life, Physical, and Social Science Occupations",4.00,6,moderate,Q2: Already adopted,855.28
