category,config_key,config_label,pct_tasks_affected,workers_affected,wages_affected
Interpreters and Translators,mcp_only,MCP Only,47.42,25303.04,1504012627.48
"Poets, Lyricists and Creative Writers",mcp_only,MCP Only,56.08,25247.18,1824613956.48
Dietitians and Nutritionists,mcp_only,MCP Only,32.90,25193.99,1860576132.56
"Airline Pilots, Copilots, and Flight Engineers",mcp_only,MCP Only,25.26,25087.64,5684859494.14
Sustainability Specialists,mcp_only,MCP Only,22.20,24751.15,2011526266.61
"Switchboard Operators, Including Answering Service",mcp_only,MCP Only,68.98,24646.89,945701306.63
Civil Engineering Technologists and Technicians,mcp_only,MCP Only,38.89,24164.11,1551335582.63
"Plumbers, Pipefitters, and Steamfitters",mcp_only,MCP Only,9.97,23734.51,1494561882.20
"English Language and Literature Teachers, Postsecondary",mcp_only,MCP Only,39.74,23683.87,1853736708.62
Pharmacy Aides,mcp_only,MCP Only,57.55,23653.88,875193544.34
Sales Engineers,mcp_only,MCP Only,41.70,23638.88,2872596312.52
Data Warehousing Specialists,mcp_only,MCP Only,72.81,23578.29,3206176287.17
Mechanical Drafters,mcp_only,MCP Only,58.60,23380.80,1601818432.22
Nannies,mcp_only,MCP Only,14.01,23278.23,746067301.50
Pest Control Workers,mcp_only,MCP Only,24.14,23199.84,1037728659.46
"Electronics Engineers, Except Computer",mcp_only,MCP Only,34.99,23096.12,2946834439.45
"Special Education Teachers, Secondary School",mcp_only,MCP Only,14.17,23063.58,1604994350.22
Public Relations Managers,mcp_only,MCP Only,39.17,22979.21,3029476960.78
Brokerage Clerks,mcp_only,MCP Only,57.14,22906.62,1441742776.27
"Telecommunications Equipment Installers and Repairers, Except Line Installers",mcp_only,MCP Only,14.71,22637.70,1417799082.75
"Art, Drama, and Music Teachers, Postsecondary",mcp_only,MCP Only,22.88,22392.70,1795670448.08
Bus and Truck Mechanics and Diesel Engine Specialists,mcp_only,MCP Only,7.78,22337.88,1354568793.59
Fundraising Managers,mcp_only,MCP Only,37.91,22237.63,2931710932.46
"News Analysts, Reporters, and Journalists",mcp_only,MCP Only,53.38,22177.84,1336879920.12
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",mcp_only,MCP Only,8.45,22122.43,789549688.02
Interior Designers,mcp_only,MCP Only,31.52,21928.21,1392221758.39
"Tax Examiners and Collectors, and Revenue Agents",mcp_only,MCP Only,40.74,21808.49,1302839379.84
Surveying and Mapping Technicians,mcp_only,MCP Only,38.31,21727.35,1128518365.06
Refuse and Recyclable Material Collectors,mcp_only,MCP Only,15.41,21443.16,1036776631.77
Water and Wastewater Treatment Plant and System Operators,mcp_only,MCP Only,16.84,21350.61,1243886562.85
Couriers and Messengers,mcp_only,MCP Only,29.50,21215.14,813388601.15
Computer Hardware Engineers,mcp_only,MCP Only,27.91,21128.80,3275386054.49
Chemists,mcp_only,MCP Only,25.35,21103.73,1775878784.11
"Paper Goods Machine Setters, Operators, and Tenders",mcp_only,MCP Only,21.61,20950.03,1034721926.74
Budget Analysts,mcp_only,MCP Only,43.48,20510.67,1803503408.52
Allergists and Immunologists,mcp_only,MCP Only,14.89,20438.94,5091413692.75
Marriage and Family Therapists,mcp_only,MCP Only,30.96,20392.78,1300651348.95
Photographers,mcp_only,MCP Only,39.72,20350.00,865281787.82
Logisticians,mcp_only,MCP Only,28.99,20135.55,1628563092.24
Veterinary Assistants and Laboratory Animal Caretakers,mcp_only,MCP Only,17.51,19990.30,746038046.78
"Cooks, Short Order",mcp_only,MCP Only,13.17,19811.27,705677601.48
Medical and Clinical Laboratory Technicians,mcp_only,MCP Only,22.97,19700.35,1219254965.15
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",mcp_only,MCP Only,13.71,19691.45,663995763.32
"Computer, Automated Teller, and Office Machine Repairers",mcp_only,MCP Only,26.73,19518.21,914623276.08
Substance Abuse and Behavioral Disorder Counselors,mcp_only,MCP Only,12.01,19431.18,1169757123.57
"Kindergarten Teachers, Except Special Education",mcp_only,MCP Only,16.94,19378.57,1190425525.77
Firefighters,mcp_only,MCP Only,5.76,19140.87,1139455757.94
Manicurists and Pedicurists,mcp_only,MCP Only,12.89,19051.02,660308377.93
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",mcp_only,MCP Only,12.17,18845.70,777008168.69
Physician Assistants,mcp_only,MCP Only,15.38,18586.44,2476829165.87
Veterinary Technologists and Technicians,mcp_only,MCP Only,14.15,18584.84,854530828.05
"Career/Technical Education Teachers, Secondary School",mcp_only,MCP Only,17.79,18577.00,1187255934.67
Industrial Production Managers,mcp_only,MCP Only,35.95,18514.05,2248346494.24
"Mobile Heavy Equipment Mechanics, Except Engines",mcp_only,MCP Only,10.23,18434.75,1179455324.55
"Mail Clerks and Mail Machine Operators, Except Postal Service",mcp_only,MCP Only,29.35,18409.65,702328122.77
Energy Auditors,mcp_only,MCP Only,35.51,18261.57,1317024343.98
Lodging Managers,mcp_only,MCP Only,44.13,18247.11,1243175721.09
Chefs and Head Cooks,mcp_only,MCP Only,9.98,18192.61,1109567036.76
Solar Thermal Installers and Technicians,mcp_only,MCP Only,8.33,18155.38,1143244457.96
Surveyors,mcp_only,MCP Only,46.37,17929.67,1304204124.73
"Education and Childcare Administrators, Preschool and Daycare",mcp_only,MCP Only,24.81,17770.68,999956377.53
Computer and Information Research Scientists,mcp_only,MCP Only,46.05,17721.74,2497170361.87
"Special Education Teachers, Kindergarten",mcp_only,MCP Only,19.02,17663.72,1135246994.89
Residential Advisors,mcp_only,MCP Only,21.23,17579.93,688781567.83
"Mathematical Science Teachers, Postsecondary",mcp_only,MCP Only,35.81,17481.34,1387144499.49
Security Managers,mcp_only,MCP Only,24.78,17478.84,1829859372.69
Social Science Research Assistants,mcp_only,MCP Only,52.88,17418.71,1010981850.04
Art Directors,mcp_only,MCP Only,34.58,17418.48,1934147663.68
Diagnostic Medical Sonographers,mcp_only,MCP Only,20.12,17397.84,1554323186.24
Real Estate Brokers,mcp_only,MCP Only,34.90,17307.99,1251021266.62
Electrical and Electronic Equipment Assemblers,mcp_only,MCP Only,19.00,17307.27,765154396.72
"Title Examiners, Abstractors, and Searchers",mcp_only,MCP Only,35.79,17238.69,947782999.39
Retail Loss Prevention Specialists,mcp_only,MCP Only,20.63,17146.47,713293231.66
School Psychologists,mcp_only,MCP Only,26.81,17114.46,1487759921.48
Clinical Research Coordinators,mcp_only,MCP Only,32.56,16817.66,2710670318.82
Clinical and Counseling Psychologists,mcp_only,MCP Only,23.11,16684.82,1598905916.58
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",mcp_only,MCP Only,9.45,16477.57,751212343.05
Laundry and Dry-Cleaning Workers,mcp_only,MCP Only,8.39,16397.95,554250637.08
"Transportation, Storage, and Distribution Managers",mcp_only,MCP Only,25.15,16258.06,1658484275.83
Bioinformatics Scientists,mcp_only,MCP Only,59.74,16189.23,1510940662.97
Health Education Specialists,mcp_only,MCP Only,24.84,16185.70,1019699251.76
"Education Teachers, Postsecondary",mcp_only,MCP Only,26.96,15929.34,1148345950.46
Aerospace Engineers,mcp_only,MCP Only,23.15,15846.09,2136527978.61
Medical and Clinical Laboratory Technologists,mcp_only,MCP Only,36.91,15826.58,979506943.84
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",mcp_only,MCP Only,25.61,15765.99,975914679.49
Construction and Building Inspectors,mcp_only,MCP Only,18.28,15683.90,1131122539.53
Automotive and Watercraft Service Attendants,mcp_only,MCP Only,15.92,15645.71,545252953.36
Equal Opportunity Representatives and Officers,mcp_only,MCP Only,24.65,15632.68,1225914813.49
Telecommunications Line Installers and Repairers,mcp_only,MCP Only,15.79,15529.10,1094801870.04
"Nursing Instructors and Teachers, Postsecondary",mcp_only,MCP Only,20.91,15523.34,1240935967.45
"Biological Science Teachers, Postsecondary",mcp_only,MCP Only,29.12,15506.92,1294207331.18
Flight Attendants,mcp_only,MCP Only,11.59,15084.17,1012600550.81
Recycling Coordinators,mcp_only,MCP Only,24.45,15051.65,931697162.17
Parking Attendants,mcp_only,MCP Only,11.13,14985.04,518482307.44
First-Line Supervisors of Firefighting and Prevention Workers,mcp_only,MCP Only,15.84,14840.21,1371680236.98
Wind Energy Operations Managers,mcp_only,MCP Only,26.10,14834.05,2025588976.63
Wind Energy Development Managers,mcp_only,MCP Only,19.43,14775.87,2017644679.42
Biomass Power Plant Managers,mcp_only,MCP Only,25.84,14760.65,1792533882.10
Chemical Technicians,mcp_only,MCP Only,26.53,14760.44,853005923.57
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",mcp_only,MCP Only,29.56,14698.63,670992679.62
Community Health Workers,mcp_only,MCP Only,24.02,14587.00,744374461.39
Cargo and Freight Agents,mcp_only,MCP Only,48.08,14579.95,727539748.82
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",mcp_only,MCP Only,11.12,14439.32,665075120.33
Training and Development Managers,mcp_only,MCP Only,30.87,13877.58,1763702061.14
"Special Education Teachers, Middle School",mcp_only,MCP Only,14.52,13842.81,898121742.82
Chemical Equipment Operators and Tenders,mcp_only,MCP Only,10.78,13732.10,783965815.82
Cleaners of Vehicles and Equipment,mcp_only,MCP Only,3.65,13643.11,481192328.44
First-Line Supervisors of Passenger Attendants,mcp_only,MCP Only,12.60,13575.22,707777298.53
Probation Officers and Correctional Treatment Specialists,mcp_only,MCP Only,15.61,13554.65,874546047.11
Financial Examiners,mcp_only,MCP Only,21.36,13421.36,1213290730.59
Private Detectives and Investigators,mcp_only,MCP Only,34.52,13361.11,699721545.10
Police and Sheriff's Patrol Officers,mcp_only,MCP Only,9.60,13262.45,1011792353.78
Non-Destructive Testing Specialists,mcp_only,MCP Only,27.71,13218.86,1023007200.28
Computer Numerically Controlled Tool Programmers,mcp_only,MCP Only,46.43,13107.65,860779344.23
Government Property Inspectors and Investigators,mcp_only,MCP Only,19.03,13091.78,1026657334.72
Photonics Engineers,mcp_only,MCP Only,34.99,12967.72,1526948726.39
Transportation Planners,mcp_only,MCP Only,34.83,12876.49,1292026517.73
Remote Sensing Scientists and Technologists,mcp_only,MCP Only,56.08,12663.58,1493795627.68
Film and Video Editors,mcp_only,MCP Only,43.46,12542.14,890241205.31
Statisticians,mcp_only,MCP Only,67.17,12539.63,1295344031.81
Quality Control Systems Managers,mcp_only,MCP Only,27.86,12535.89,1522358612.37
Phlebotomists,mcp_only,MCP Only,8.99,12484.83,545087484.33
Butchers and Meat Cutters,mcp_only,MCP Only,8.91,12477.87,486137696.04
Commercial and Industrial Designers,mcp_only,MCP Only,40.81,12345.26,980831144.58
Aircraft Mechanics and Service Technicians,mcp_only,MCP Only,9.01,12295.14,967381415.53
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",mcp_only,MCP Only,20.39,12234.57,872325091.21
Broadcast Announcers and Radio Disc Jockeys,mcp_only,MCP Only,51.10,12203.31,557447352.17
Special Effects Artists and Animators,mcp_only,MCP Only,57.25,12183.63,1215926514.49
"Engineering Teachers, Postsecondary",mcp_only,MCP Only,30.29,12088.33,1282813801.85
Natural Sciences Managers,mcp_only,MCP Only,35.92,11868.49,1912962948.31
Fuel Cell Engineers,mcp_only,MCP Only,25.63,11847.27,1212212460.44
Sewing Machine Operators,mcp_only,MCP Only,10.69,11715.41,421754795.51
"Welders, Cutters, Solderers, and Brazers",mcp_only,MCP Only,2.76,11685.20,595945394.38
Radio Frequency Identification Device Specialists,mcp_only,MCP Only,41.13,11485.67,1465456790.69
Commercial Pilots,mcp_only,MCP Only,22.10,11452.86,1404921843.09
Credit Counselors,mcp_only,MCP Only,40.40,11355.12,573206223.70
Electrical Power-Line Installers and Repairers,mcp_only,MCP Only,9.12,11282.33,1044292888.58
Family Medicine Physicians,mcp_only,MCP Only,10.40,11222.64,2675253359.48
"Special Education Teachers, Elementary School",mcp_only,MCP Only,11.79,10951.62,703860523.61
Speech-Language Pathology Assistants,mcp_only,MCP Only,14.40,10935.06,503559644.87
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",mcp_only,MCP Only,6.80,10845.23,516124390.49
Human Factors Engineers and Ergonomists,mcp_only,MCP Only,12.36,10817.89,1094121132.52
Penetration Testers,mcp_only,MCP Only,61.45,10772.20,1173846285.80
Media Programming Directors,mcp_only,MCP Only,27.76,10764.35,898607574.25
Blockchain Engineers,mcp_only,MCP Only,58.66,10284.06,1120653546.61
Urban and Regional Planners,mcp_only,MCP Only,23.82,10252.52,858340695.29
"Cutting and Slicing Machine Setters, Operators, and Tenders",mcp_only,MCP Only,21.54,10242.47,468080886.67
Broadcast Technicians,mcp_only,MCP Only,48.32,10185.20,549185968.21
Environmental Compliance Inspectors,mcp_only,MCP Only,30.64,10175.48,797961207.64
"Psychology Teachers, Postsecondary",mcp_only,MCP Only,24.36,10137.54,814348856.13
Robotics Engineers,mcp_only,MCP Only,40.96,9981.90,1175368987.83
Appraisers of Personal and Business Property,mcp_only,MCP Only,33.56,9911.71,648423960.33
"Geoscientists, Except Hydrologists and Geographers",mcp_only,MCP Only,43.93,9889.15,981398860.38
Geothermal Production Managers,mcp_only,MCP Only,23.07,9795.07,1189513642.04
Prepress Technicians and Workers,mcp_only,MCP Only,42.39,9780.04,462596127.90
Information Security Engineers,mcp_only,MCP Only,55.56,9740.56,1061428304.98
"Mixing and Blending Machine Setters, Operators, and Tenders",mcp_only,MCP Only,9.65,9731.56,464000625.56
Cardiovascular Technologists and Technicians,mcp_only,MCP Only,15.89,9723.35,653992627.40
Gambling Change Persons and Booth Cashiers,mcp_only,MCP Only,43.89,9625.22,335054068.19
"Computer Science Teachers, Postsecondary",mcp_only,MCP Only,26.17,9483.26,916936076.34
Nanotechnology Engineering Technologists and Technicians,mcp_only,MCP Only,23.01,9396.80,608818905.95
Psychiatric Technicians,mcp_only,MCP Only,6.80,9269.74,394798411.64
Digital Forensics Analysts,mcp_only,MCP Only,52.49,9201.97,1002739084.66
Security and Fire Alarm Systems Installers,mcp_only,MCP Only,11.26,9177.56,544229082.35
Financial Managers,mcp_only,MCP Only,48.46,9143.54,1478510596.65
Clergy,mcp_only,MCP Only,15.70,9115.97,554433139.52
Physical Therapist Assistants,mcp_only,MCP Only,8.41,9078.76,594749349.00
Advertising and Promotions Managers,mcp_only,MCP Only,42.67,9003.70,1143110379.57
"Fraud Examiners, Investigators and Analysts",mcp_only,MCP Only,26.31,9000.70,721766533.72
Magnetic Resonance Imaging Technologists,mcp_only,MCP Only,21.25,8826.83,778349728.56
Appraisers and Assessors of Real Estate,mcp_only,MCP Only,29.84,8814.49,576644056.23
Emergency Medical Technicians,mcp_only,MCP Only,6.41,8797.11,441759162.13
Dietetic Technicians,mcp_only,MCP Only,29.16,8734.32,323519083.52
Travel Guides,mcp_only,MCP Only,35.58,8718.78,319630411.05
School Bus Monitors,mcp_only,MCP Only,12.08,8717.32,304931947.71
"Coin, Vending, and Amusement Machine Servicers and Repairers",mcp_only,MCP Only,30.49,8615.10,407924773.52
Electrical and Electronics Drafters,mcp_only,MCP Only,42.27,8463.23,623909182.83
"Office Machine Operators, Except Computer",mcp_only,MCP Only,34.05,8423.41,328681519.06
Passenger Attendants,mcp_only,MCP Only,33.12,8392.30,315214725.07
Automotive Engineering Technicians,mcp_only,MCP Only,36.81,8359.87,574573724.81
"Communications Teachers, Postsecondary",mcp_only,MCP Only,28.47,8330.04,648077138.15
Baggage Porters and Bellhops,mcp_only,MCP Only,26.63,8312.95,299432408.87
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",mcp_only,MCP Only,14.48,8300.38,374596025.49
Respiratory Therapists,mcp_only,MCP Only,6.08,8296.60,667461492.80
Industrial Engineering Technologists and Technicians,mcp_only,MCP Only,25.35,8257.62,535011106.17
"Energy Engineers, Except Wind and Solar",mcp_only,MCP Only,31.20,8055.83,948573766.27
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",mcp_only,MCP Only,22.02,7985.58,478735625.00
"Captains, Mates, and Pilots of Water Vessels",mcp_only,MCP Only,22.53,7973.66,682066485.83
Bioengineers and Biomedical Engineers,mcp_only,MCP Only,35.97,7863.60,841012088.70
"Maintenance Workers, Machinery",mcp_only,MCP Only,13.86,7835.98,474076756.57
Physicists,mcp_only,MCP Only,36.14,7711.68,1282375023.86
Biochemists and Biophysicists,mcp_only,MCP Only,22.14,7642.89,792185747.07
Fashion Designers,mcp_only,MCP Only,36.28,7586.82,612180698.52
Microsystems Engineers,mcp_only,MCP Only,32.47,7494.56,882484761.55
Tour Guides and Escorts,mcp_only,MCP Only,30.47,7465.62,273689642.61
Sound Engineering Technicians,mcp_only,MCP Only,56.80,7412.18,492391131.23
Floral Designers,mcp_only,MCP Only,18.42,7399.02,267252603.40
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",mcp_only,MCP Only,32.06,7387.04,745647679.26
Media Technical Directors/Managers,mcp_only,MCP Only,30.24,7378.16,615928787.77
Electromechanical Equipment Assemblers,mcp_only,MCP Only,8.05,7336.79,324359641.62
Transportation Security Screeners,mcp_only,MCP Only,15.80,7320.66,463836733.14
Musicians and Singers,mcp_only,MCP Only,19.05,7305.40,645037463.75
"Camera Operators, Television, Video, and Film",mcp_only,MCP Only,29.80,7289.04,501558855.82
"Foreign Language and Literature Teachers, Postsecondary",mcp_only,MCP Only,34.29,7259.67,559066801.88
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",mcp_only,MCP Only,20.77,7240.26,706215210.40
Postmasters and Mail Superintendents,mcp_only,MCP Only,52.38,7233.70,670781407.38
Medical Equipment Repairers,mcp_only,MCP Only,11.86,7213.65,451790880.71
"Environmental Science and Protection Technicians, Including Health",mcp_only,MCP Only,18.04,7107.65,351757801.69
Skincare Specialists,mcp_only,MCP Only,10.06,7068.17,293753131.12
Court Reporters and Simultaneous Captioners,mcp_only,MCP Only,55.58,7019.35,472472147.82
General Internal Medicine Physicians,mcp_only,MCP Only,10.51,7003.06,1655173307.40
Compliance Officers,mcp_only,MCP Only,38.00,6954.15,545344826.46
Occupational Therapists,mcp_only,MCP Only,12.43,6946.18,683087233.08
Chemical Engineers,mcp_only,MCP Only,34.08,6929.21,844393717.16
Drywall and Ceiling Tile Installers,mcp_only,MCP Only,8.29,6872.37,399559637.23
Talent Directors,mcp_only,MCP Only,11.94,6843.82,571321832.66
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",mcp_only,MCP Only,7.10,6843.76,673015502.51
